differing_column,row1_index,row2_index
Formula Additive 1,14391,17509
Formula Additive 1,14409,17509
Formula Additive 1,16761,17156
Formula Additive 1,16991,17156
Formula Additive 1,16761,17164
Formula Additive 1,16991,17164
Formula Additive 1,16761,17494
Formula Additive 1,16991,17494
Formula Additive 1,16761,17509
Formula Additive 1,16991,17509
Formula Additive 1,15955,17156
Formula Additive 1,16507,17156
Formula Additive 1,17156,18196
Formula Additive 1,17156,18243
Formula Additive 1,17156,18254
Formula Additive 1,15955,17164
Formula Additive 1,16507,17164
Formula Additive 1,17164,18196
Formula Additive 1,17164,18243
Formula Additive 1,17164,18254
Formula Additive 1,15955,17494
Formula Additive 1,16507,17494
Formula Additive 1,17494,18196
Formula Additive 1,17494,18243
Formula Additive 1,17494,18254
Formula Additive 1,15955,17509
Formula Additive 1,16507,17509
Formula Additive 1,17509,18196
Formula Additive 1,17509,18243
Formula Additive 1,17509,18254
Formula Additive 1,14852,17156
Formula Additive 1,17156,18187
Formula Additive 1,17156,18199
Formula Additive 1,14852,17164
Formula Additive 1,17164,18187
Formula Additive 1,17164,18199
Formula Additive 1,14852,17494
Formula Additive 1,17494,18187
Formula Additive 1,17494,18199
Formula Additive 1,14852,17509
Formula Additive 1,17509,18187
Formula Additive 1,17509,18199
Formula Additive 1,17156,17718
Formula Additive 1,17156,17733
Formula Additive 1,17156,17740
Formula Additive 1,17156,17830
Formula Additive 1,17164,17718
Formula Additive 1,17164,17733
Formula Additive 1,17164,17740
Formula Additive 1,17164,17830
Formula Additive 1,17494,17718
Formula Additive 1,17494,17733
Formula Additive 1,17494,17740
Formula Additive 1,17494,17830
Formula Additive 1,17509,17718
Formula Additive 1,17509,17733
Formula Additive 1,17509,17740
Formula Additive 1,17509,17830
Formula Additive 1,13873,16761
Formula Additive 1,13873,16991
Formula Additive 1,13903,16761
Formula Additive 1,13903,16991
Formula Additive 1,14359,16761
Formula Additive 1,14359,16991
Formula Additive 1,14391,16761
Formula Additive 1,14391,16991
Formula Additive 1,14409,16761
Formula Additive 1,14409,16991
Formula Additive 1,13873,15955
Formula Additive 1,13873,16507
Formula Additive 1,13873,18196
Formula Additive 1,13873,18243
Formula Additive 1,13873,18254
Formula Additive 1,13903,15955
Formula Additive 1,13903,16507
Formula Additive 1,13903,18196
Formula Additive 1,13903,18243
Formula Additive 1,13903,18254
Formula Additive 1,14359,15955
Formula Additive 1,14359,16507
Formula Additive 1,14359,18196
Formula Additive 1,14359,18243
Formula Additive 1,14359,18254
Formula Additive 1,14391,15955
Formula Additive 1,14391,16507
Formula Additive 1,14391,18196
Formula Additive 1,14391,18243
Formula Additive 1,14391,18254
Formula Additive 1,14409,15955
Formula Additive 1,14409,16507
Formula Additive 1,14409,18196
Formula Additive 1,14409,18243
Formula Additive 1,14409,18254
Formula Additive 1,13873,14852
Formula Additive 1,13873,18187
Formula Additive 1,13873,18199
Formula Additive 1,13903,14852
Formula Additive 1,13903,18187
Formula Additive 1,13903,18199
Formula Additive 1,14359,14852
Formula Additive 1,14359,18187
Formula Additive 1,14359,18199
Formula Additive 1,14391,14852
Formula Additive 1,14391,18187
Formula Additive 1,14391,18199
Formula Additive 1,14409,14852
Formula Additive 1,14409,18187
Formula Additive 1,14409,18199
Formula Additive 1,13873,17718
Formula Additive 1,13873,17733
Formula Additive 1,13873,17740
Formula Additive 1,13873,17830
Formula Additive 1,13903,17718
Formula Additive 1,13903,17733
Formula Additive 1,13903,17740
Formula Additive 1,13903,17830
Formula Additive 1,14359,17718
Formula Additive 1,14359,17733
Formula Additive 1,14359,17740
Formula Additive 1,14359,17830
Formula Additive 1,14391,17718
Formula Additive 1,14391,17733
Formula Additive 1,14391,17740
Formula Additive 1,14391,17830
Formula Additive 1,14409,17718
Formula Additive 1,14409,17733
Formula Additive 1,14409,17740
Formula Additive 1,14409,17830
Formula Additive 1,15955,16761
Formula Additive 1,16507,16761
Formula Additive 1,16761,18196
Formula Additive 1,16761,18243
Formula Additive 1,16761,18254
Formula Additive 1,15955,16991
Formula Additive 1,16507,16991
Formula Additive 1,16991,18196
Formula Additive 1,16991,18243
Formula Additive 1,16991,18254
Formula Additive 1,14852,16761
Formula Additive 1,16761,18187
Formula Additive 1,16761,18199
Formula Additive 1,14852,16991
Formula Additive 1,16991,18187
Formula Additive 1,16991,18199
Formula Additive 1,16761,17718
Formula Additive 1,16761,17733
Formula Additive 1,16761,17740
Formula Additive 1,16761,17830
Formula Additive 1,16991,17718
Formula Additive 1,16991,17733
Formula Additive 1,16991,17740
Formula Additive 1,16991,17830
Formula Additive 1,14852,15955
Formula Additive 1,15955,18187
Formula Additive 1,15955,18199
Formula Additive 1,14852,16507
Formula Additive 1,16507,18187
Formula Additive 1,16507,18199
Formula Additive 1,14852,18196
Formula Additive 1,18187,18196
Formula Additive 1,18196,18199
Formula Additive 1,14852,18243
Formula Additive 1,18187,18243
Formula Additive 1,18199,18243
Formula Additive 1,14852,18254
Formula Additive 1,18187,18254
Formula Additive 1,18199,18254
Formula Additive 1,15955,17718
Formula Additive 1,15955,17733
Formula Additive 1,15955,17740
Formula Additive 1,15955,17830
Formula Additive 1,16507,17718
Formula Additive 1,16507,17733
Formula Additive 1,16507,17740
Formula Additive 1,16507,17830
Formula Additive 1,17718,18196
Formula Additive 1,17733,18196
Formula Additive 1,17740,18196
Formula Additive 1,17830,18196
Formula Additive 1,17718,18243
Formula Additive 1,17733,18243
Formula Additive 1,17740,18243
Formula Additive 1,17830,18243
Formula Additive 1,17718,18254
Formula Additive 1,17733,18254
Formula Additive 1,17740,18254
Formula Additive 1,17830,18254
Formula Additive 1,14852,17718
Formula Additive 1,14852,17733
Formula Additive 1,14852,17740
Formula Additive 1,14852,17830
Formula Additive 1,17718,18187
Formula Additive 1,17733,18187
Formula Additive 1,17740,18187
Formula Additive 1,17830,18187
Formula Additive 1,17718,18199
Formula Additive 1,17733,18199
Formula Additive 1,17740,18199
Formula Additive 1,17830,18199
Formula Additive 1,18994,21113
Formula Additive 1,20822,21113
Formula Additive 1,21113,22814
Formula Additive 1,18994,21639
Formula Additive 1,20822,21639
Formula Additive 1,21639,22814
Formula Additive 1,18994,22826
Formula Additive 1,20822,22826
Formula Additive 1,22814,22826
Formula Additive 1,18871,21666
Formula Additive 1,20295,21659
Formula Additive 1,20651,21659
Formula Additive 1,20295,22571
Formula Additive 1,20651,22571
Formula Additive 1,17406,18311
Formula Additive 1,17434,18311
Formula Additive 1,16516,17406
Formula Additive 1,16516,17434
Formula Additive 1,17406,17571
Formula Additive 1,17434,17571
Formula Additive 1,16516,18311
Formula Additive 1,17571,18311
Formula Additive 1,16516,17571
Formula Additive 1,19319,19419
Formula Additive 1,19319,24319
Formula Additive 1,19319,29343
Formula Additive 1,19319,30481
Formula Additive 1,19319,31481
Formula Additive 1,18306,18597
Formula Additive 1,14697,7024
Formula Additive 1,12896,14697
Formula Additive 1,16623,7024
Formula Additive 1,16627,7024
Formula Additive 1,16650,7024
Formula Additive 1,18558,7024
Formula Additive 1,12896,16623
Formula Additive 1,12896,16627
Formula Additive 1,12896,16650
Formula Additive 1,12896,18558
Formula Additive 1,14736,7024
Formula Additive 1,14750,7024
Formula Additive 1,15654,7024
Formula Additive 1,12896,14736
Formula Additive 1,12896,14750
Formula Additive 1,12896,15654
Formula Additive 1,17522,7024
Formula Additive 1,17541,7024
Formula Additive 1,12896,17522
Formula Additive 1,12896,17541
Formula Additive 1,14697,16623
Formula Additive 1,14697,16627
Formula Additive 1,14697,16650
Formula Additive 1,14697,18558
Formula Additive 1,14697,14736
Formula Additive 1,14697,14750
Formula Additive 1,14697,15654
Formula Additive 1,14697,17522
Formula Additive 1,14697,17541
Formula Additive 1,14736,16623
Formula Additive 1,14750,16623
Formula Additive 1,15654,16623
Formula Additive 1,14736,16627
Formula Additive 1,14750,16627
Formula Additive 1,15654,16627
Formula Additive 1,14736,16650
Formula Additive 1,14750,16650
Formula Additive 1,15654,16650
Formula Additive 1,14736,18558
Formula Additive 1,14750,18558
Formula Additive 1,15654,18558
Formula Additive 1,16623,17522
Formula Additive 1,16623,17541
Formula Additive 1,16627,17522
Formula Additive 1,16627,17541
Formula Additive 1,16650,17522
Formula Additive 1,16650,17541
Formula Additive 1,17522,18558
Formula Additive 1,17541,18558
Formula Additive 1,14736,17522
Formula Additive 1,14736,17541
Formula Additive 1,14750,17522
Formula Additive 1,14750,17541
Formula Additive 1,15654,17522
Formula Additive 1,15654,17541
Formula Additive 1,19946,19986
Formula Additive 1,20974,25238
Formula Additive 1,22658,25238
Formula Additive 1,21810,28967
Formula Additive 1,21810,29042
Formula Additive 1,21810,29917
Formula Additive 2,17156,21113
Formula Additive 2,17156,21639
Formula Additive 2,17156,22826
Formula Additive 2,17164,21113
Formula Additive 2,17164,21639
Formula Additive 2,17164,22826
Formula Additive 2,17494,21113
Formula Additive 2,17494,21639
Formula Additive 2,17494,22826
Formula Additive 2,17509,21113
Formula Additive 2,17509,21639
Formula Additive 2,17509,22826
Formula Additive 2,17156,21666
Formula Additive 2,17164,21666
Formula Additive 2,17494,21666
Formula Additive 2,17509,21666
Formula Additive 2,17156,21659
Formula Additive 2,17156,22571
Formula Additive 2,17164,21659
Formula Additive 2,17164,22571
Formula Additive 2,17494,21659
Formula Additive 2,17494,22571
Formula Additive 2,17509,21659
Formula Additive 2,17509,22571
Formula Additive 2,21113,21666
Formula Additive 2,21639,21666
Formula Additive 2,21666,22826
Formula Additive 2,21113,21659
Formula Additive 2,21113,22571
Formula Additive 2,21639,21659
Formula Additive 2,21639,22571
Formula Additive 2,21659,22826
Formula Additive 2,22571,22826
Formula Additive 2,21659,21666
Formula Additive 2,21666,22571
Formula Additive 2,13873,20295
Formula Additive 2,13873,20651
Formula Additive 2,13903,20295
Formula Additive 2,13903,20651
Formula Additive 2,14359,20295
Formula Additive 2,14359,20651
Formula Additive 2,14391,20295
Formula Additive 2,14391,20651
Formula Additive 2,14409,20295
Formula Additive 2,14409,20651
Formula Additive 2,13873,23166
Formula Additive 2,13873,31293
Formula Additive 2,13903,23166
Formula Additive 2,13903,31293
Formula Additive 2,14359,23166
Formula Additive 2,14359,31293
Formula Additive 2,14391,23166
Formula Additive 2,14391,31293
Formula Additive 2,14409,23166
Formula Additive 2,14409,31293
Formula Additive 2,20295,23166
Formula Additive 2,20295,31293
Formula Additive 2,20651,23166
Formula Additive 2,20651,31293
Formula Additive 2,14852,18994
Formula Additive 2,14852,20822
Formula Additive 2,14852,22814
Formula Additive 2,18187,18994
Formula Additive 2,18187,20822
Formula Additive 2,18187,22814
Formula Additive 2,18199,18994
Formula Additive 2,18199,20822
Formula Additive 2,18199,22814
Formula Additive 2,14852,18871
Formula Additive 2,18187,18871
Formula Additive 2,18199,18871
Formula Additive 2,18871,18994
Formula Additive 2,18871,20822
Formula Additive 2,18871,22814
Formula Additive 2,17718,22383
Formula Additive 2,17718,25648
Formula Additive 2,17733,22383
Formula Additive 2,17733,25648
Formula Additive 2,17740,22383
Formula Additive 2,17740,25648
Formula Additive 2,17830,22383
Formula Additive 2,17830,25648
Formula Additive 2,17406,22754
Formula Additive 2,17434,22754
Formula Additive 2,17406,19296
Formula Additive 2,17406,20005
Formula Additive 2,17434,19296
Formula Additive 2,17434,20005
Formula Additive 2,17406,19319
Formula Additive 2,17434,19319
Formula Additive 2,19296,22754
Formula Additive 2,20005,22754
Formula Additive 2,19319,22754
Formula Additive 2,19296,19319
Formula Additive 2,19319,20005
Formula Additive 2,18311,19419
Formula Additive 2,18311,24319
Formula Additive 2,18311,29343
Formula Additive 2,18311,30481
Formula Additive 2,18311,31481
Formula Additive 2,18311,29391
Formula Additive 2,18311,29404
Formula Additive 2,19419,29391
Formula Additive 2,19419,29404
Formula Additive 2,24319,29391
Formula Additive 2,24319,29404
Formula Additive 2,29343,29391
Formula Additive 2,29343,29404
Formula Additive 2,29391,30481
Formula Additive 2,29404,30481
Formula Additive 2,29391,31481
Formula Additive 2,29404,31481
Formula Additive 2,19946,20974
Formula Additive 2,19946,22658
Formula Additive 2,19946,21810
Formula Additive 2,19946,19962
Formula Additive 2,20974,21810
Formula Additive 2,21810,22658
Formula Additive 2,19962,20974
Formula Additive 2,19962,22658
Formula Additive 2,19962,21810
Formula Additive 2,14697,25238
Formula Additive 2,14697,28967
Formula Additive 2,14697,29042
Formula Additive 2,14697,29917
Formula Additive 2,14697,29960
Formula Additive 2,14697,30028
Formula Additive 2,25238,28967
Formula Additive 2,25238,29042
Formula Additive 2,25238,29917
Formula Additive 2,25238,29960
Formula Additive 2,25238,30028
Formula Additive 2,28967,29960
Formula Additive 2,28967,30028
Formula Additive 2,29042,29960
Formula Additive 2,29042,30028
Formula Additive 2,29917,29960
Formula Additive 2,29917,30028
Formula Additive 2,14736,19986
Formula Additive 2,14750,19986
Formula Additive 2,15654,19986
