No,date,Fa1,Fa2,Fa3,Fa5,Fa6,Fa7,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed SAM,Spin Coating Time SAM,Annealed Temperature SAM,Annealed Time SAM,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,Jsc,Jsc_pred
40011,20250407,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,4,1.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,5,0.5,0,0.0,0,0.0,5000.0,33.0,10.0,110.0,100.0,6.0,25.3939,25.363245
18505,20241212,0.05,0.16,0.79,2.9,0.1,1.73,6,0.3,0,0.0,0,0.0,13,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9703,22.906239
25975,20250106,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.7,0,0.0,9,0.2475,1,0.0825,0,0.0,0.0,0.0,0.0,0.0,1600,10,4800,25,9.0,240,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5879,24.085747
40498,20250409,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,2,1.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,5,0.5,0,0.0,0,0.0,4900.0,31.0,7.0,130.0,100.0,5.0,24.7739,25.40632
33071,20250110,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.11,6,0.22,0,0.0,0.0,0.0,0.0,0.0,1000,10,4700,30,8.0,200,115,30,9,2.0,0,0.0,0,0.0,0,0.0,4000.0,30.0,15.0,100.0,100.0,5.0,23.554,23.671736
38657,20250328,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.066,6,0.066,5,0.198,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,12,4.5,0,0.0,0,0.0,5000.0,33.0,11.0,100.0,100.0,7.0,25.3136,25.389566
34022,20250118,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.7,0,0.0,14,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,15,5000,30,6.0,160,110,30,9,0.625,0,0.0,0,0.0,0,0.0,4600.0,30.0,12.0,100.0,100.0,8.0,24.4426,24.521828
44970,20250605,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,5,0.5,0,0.0,0,0.0,5000.0,30.0,100.0,10.0,1000,10,5000,40,10.0,160,110,25,9,1.0,0,0.0,0,0.0,0,0.0,4000.0,30.0,8.0,130.0,100.0,10.0,26.3622,25.868143
40308,20250409,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,5,0.5,3,0.4,0,0.0,4900.0,30.0,8.0,130.0,100.0,5.0,23.9418,24.690014
19796,20241217,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,11,0.0825,1,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5161,22.988256
23635,20241227,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.5,0,0.0,10,0.198,11,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6285,23.965214
38133,20250326,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,8,1.0,0,0.0,0,0.0,0,0.0,4100.0,30.0,12.0,100.0,100.0,5.0,24.7079,25.258308
1468,20240919,0.05,0.14,0.81,2.85,0.15,1.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,120,100,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.356,20.285675
22970,20241226,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.7,0,0.0,7,0.0825,1,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9571,23.918354
19152,20241216,0.05,0.16,0.79,2.9,0.1,1.73,1,2.4,6,0.72,0,0.0,10,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0125,23.458893
15714,20241205,0.1,0.0,0.9,2.8,0.2,1.5,4,1.0,0,0.0,0,0.0,10,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1200,10,5000,30,8.0,200,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.206,20.024965
6908,20241024,0.05,0.15,0.8,2.9,0.1,1.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,100,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.807,20.129417
30535,20250224,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.11,6,0.22,0,0.0,0.0,0.0,0.0,0.0,980,10,4750,35,6.0,198,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7948,23.90982
32756,20250312,0.07,0.1,0.83,3.0,0.0,1.63,2,14.6,5,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1001,11,4738,45,10.0,151,115,24,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9647,24.470167
33904,20250117,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,35,15.0,200,110,15,9,1.4,0,0.0,0,0.0,0,0.0,4000.0,35.0,12.0,90.0,100.0,3.0,32.5339,28.560677
36775,20250318,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,14,0.165,6,0.165,0,0.0,0.0,0.0,0.0,0.0,1000,10,4800,35,10.0,160,110,25,9,1.4,0,0.0,0,0.0,0,0.0,4500.0,32.0,9.0,120.0,120.0,4.0,24.0941,24.600788
3848,20240927,0.3,0.16,0.54,2.7,0.3,1.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,120,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.026,18.823895
36730,20250318,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.4,0,0.0,0,0.0,0,0.0,4900.0,31.0,12.0,120.0,100.0,4.0,24.7263,24.832052
39331,20250402,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.198,5,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,12,2.0,3,0.4,0,0.0,5000.0,30.0,10.0,100.0,100.0,5.0,25.1241,24.635403
39906,20250407,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.198,6,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,5,0.5,4,2.0,0,0.0,5000.0,33.0,10.0,110.0,100.0,6.0,26.5343,25.60543
32891,20250312,0.06,0.1,0.84,3.0,0.0,1.65,2,10.0,5,0.5,0,0.0,10,0.198,1,0.132,0,0.0,0.0,0.0,0.0,0.0,966,11,4283,30,11.0,177,110,20,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3893,24.201195
32714,20250312,0.08,0.1,0.82,3.0,0.0,1.65,2,14.6,5,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,970,12,5102,39,9.0,150,110,28,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0467,24.24937
37226,20250320,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,0.25,3,0.75,0,0.0,0,0.0,5000.0,33.0,11.0,100.0,100.0,7.0,25.051,24.54767
33890,20250117,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,35,15.0,200,110,15,9,1.4,0,0.0,0,0.0,0,0.0,4800.0,31.0,10.0,110.0,110.0,2.0,26.1562,24.837254
45104,20250605,0.05,0.05,0.9,3.0,0.0,1.5,2,14.6,5,0.517,0,0.0,7,0.5,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,10,5000,40,10.0,160,120,13,8,1.0,0,0.0,0,0.0,0,0.0,5000.0,30.0,8.0,130.0,110.0,3.0,25.6438,25.467848
38760,20250328,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,5,0.198,6,0.066,7,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,5,0.5,0,0.0,0,0.0,5000.0,33.0,11.0,100.0,100.0,7.0,24.117,25.144293
32747,20250312,0.07,0.1,0.83,3.0,0.0,1.63,2,10.0,5,0.4,0,0.0,1,0.2475,10,0.0825,0,0.0,0.0,0.0,0.0,0.0,985,11,4859,40,6.0,190,110,23,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0257,24.869349
22376,20241223,0.05,0.16,0.79,2.9,0.1,1.73,6,0.72,1,2.3,0,0.0,13,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2676,23.856482
40858,20250411,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,2,0.5,10,0.198,5,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,5,0.5,3,0.5,0,0.0,4900.0,31.0,7.0,130.0,100.0,5.0,25.9705,25.307104
24607,20241231,0.05,0.16,0.79,2.9,0.1,1.73,6,0.7,2,7.0,0,0.0,9,0.132,6,0.198,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2524,24.385609
39295,20250402,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.198,5,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,12,2.0,1,2.5,0,0.0,4900.0,31.0,14.0,120.0,100.0,5.0,23.3205,24.87256
6714,20241019,0.05,0.16,0.79,2.9,0.1,1.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,120,100,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.067,20.41604
36499,20250317,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.9,0,0.0,0,0.0,0,0.0,4900.0,30.0,10.0,100.0,100.0,5.0,24.2454,24.686647
22754,20241224,0.1,0.0,0.9,2.8,0.2,1.5,2,7.5,6,1.5,0,0.0,10,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1200,10,5000,30,8.0,200,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7735,24.107533
42275,20250425,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,5,0.5,3,0.4,0,0.0,4900.0,30.0,7.0,130.0,100.0,5.0,23.6017,24.690014
27394,20250109,0.05,0.16,0.79,2.9,0.1,1.73,6,0.72,1,2.3,0,0.0,10,0.198,11,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,10.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8345,23.835642
37363,20250321,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.165,6,0.055,2,0.11,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,8,1.0,0,0.0,0,0.0,0,0.0,4100.0,30.0,12.0,100.0,100.0,4.0,24.6667,25.196192
33237,20250114,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.7,0,0.0,14,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,15,5000,30,6.0,160,110,30,9,0.25,0,0.0,0,0.0,0,0.0,3500.0,25.0,7.0,90.0,120.0,13.0,25.6051,24.435635
20694,20241219,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,5,0.8,0,0.0,10,0.2475,9,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2103,23.54421
33803,20250117,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.7,0,0.0,14,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,15,5000,30,6.0,160,110,30,9,0.625,0,0.0,0,0.0,0,0.0,4000.0,30.0,12.0,100.0,100.0,15.0,25.2197,24.762766
21582,20241221,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,11,0.0825,11,0.2475,0,0.0,0.0,0.0,0.0,0.0,1200,10,5000,30,8.0,200,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0149,22.80389
25280,20250103,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,13,0.11,11,0.22,0,0.0,0.0,0.0,0.0,0.0,1000,10,4000,30,10.0,150,100,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8413,23.264729
30250,20250224,0.05,0.16,0.79,2.9,0.1,1.73,6,0.72,1,2.3,0,0.0,11,0.132,6,0.198,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2241,24.28403
21632,20241221,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,13,0.2475,1,0.0825,0,0.0,0.0,0.0,0.0,0.0,1200,10,5000,30,8.0,200,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2264,22.737457
20971,20241220,0.05,0.1,0.85,3.0,0.0,1.73,1,2.0,5,1.0,0,0.0,10,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7386,23.706537
31749,20250305,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.8,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1100,10,4900,35,10.0,180,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0168,24.13993
27315,20250109,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,5,0.8,0,0.0,10,0.132,11,0.198,0,0.0,0.0,0.0,0.0,0.0,1000,10,4700,35,8.0,260,115,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5964,23.91364
26441,20250107,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.132,11,0.198,0,0.0,0.0,0.0,0.0,0.0,1250,12,5600,35,12.0,170,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7561,24.38301
5710,20241010,0.05,0.1,0.85,2.4,0.6,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1200,10,5000,30,20.0,100,120,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.019,17.305809
33023,20250110,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,10,0.11,6,0.22,0,0.0,0.0,0.0,0.0,0.0,1000,10,4700,30,8.0,200,115,30,9,1.0,0,0.0,0,0.0,0,0.0,4000.0,30.0,11.0,100.0,100.0,12.0,24.737,24.041159
40838,20250411,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,2,0.5,10,0.198,5,0.066,6,0.066,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,5,0.5,3,0.5,1,2.0,5000.0,33.0,9.0,120.0,100.0,5.0,24.951,25.029613
34171,20250119,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,35,15.0,200,110,15,9,1.0,0,0.0,0,0.0,0,0.0,4000.0,35.0,12.0,100.0,100.0,4.0,23.8585,24.877205
30311,20250224,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,14,0.2475,1,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,7.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7891,23.492731
37667,20250324,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.180327869,6,0.090163934,2,0.059508197,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,8,1.0,0,0.0,0,0.0,0,0.0,4100.0,30.0,12.0,100.0,100.0,4.0,24.8067,25.24843
15270,20241204,0.05,0.16,0.79,2.9,0.1,1.73,5,3.0,0,0.0,0,0.0,11,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.162,21.613806
38333,20250327,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,2,1.5,0,0.0,0,0.0,4900.0,31.0,14.0,120.0,100.0,5.0,24.8832,24.56744
31681,20250305,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,14,0.165,6,0.165,0,0.0,0.0,0.0,0.0,0.0,996,12,4788,35,12.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6661,24.22957
44481,20250603,0.05,0.05,0.9,3.0,0.0,1.5,2,12.7,7,20.8,0,0.0,7,0.5,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,10,5000,40,10.0,160,120,13,8,1.0,0,0.0,0,0.0,0,0.0,4900.0,30.0,8.0,130.0,100.0,5.0,25.4682,25.131884
17631,20241210,0.05,0.16,0.79,2.9,0.1,1.73,6,0.36,0,0.0,0,0.0,13,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2246,23.331966
20474,20241219,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,5,0.8,0,0.0,11,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.758,23.152538
23778,20241227,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.5,0,0.0,9,0.11,1,0.22,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4883,23.903141
42663,20250418,0.05,0.05,0.9,3.0,0.0,1.5,2,12.7,0,0.0,0,0.0,5,0.33,0,0.0,0,0.0,3000.0,30.0,96.0,10.0,1000,10,5000,40,10.0,160,120,13,8,1.0,0,0.0,0,0.0,0,0.0,4000.0,30.0,9.0,120.0,96.0,3.0,25.011,25.193352
2136,20240920,0.1,0.0,0.9,2.85,0.15,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,120,110,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.363,20.544712
21222,20241221,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,11,0.2475,6,0.0825,0,0.0,0.0,0.0,0.0,0.0,1200,10,5000,30,8.0,200,110,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5711,23.001734
27359,20250109,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,14,0.2475,1,0.0825,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,8.0,200,105,15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4107,23.582752
24230,20241230,0.05,0.16,0.79,2.9,0.1,1.73,6,0.72,1,2.3,0,0.0,10,0.132,1,0.198,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5321,23.98311
38218,20250326,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.18,6,0.12,4,0.03,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,8,1.0,0,0.0,0,0.0,0,0.0,4000.0,30.0,10.0,100.0,100.0,3.0,24.9692,25.227606
32555,20250312,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,4800,35,12.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3512,24.078188
36581,20250317,0.05,0.095,0.855,3.0,0.0,1.63,2,14.6,5,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,200,110,25,9,1.9,0,0.0,0,0.0,0,0.0,5000.0,31.0,11.0,100.0,100.0,7.0,25.8162,24.881603
33353,20250114,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.7,0,0.0,14,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,15,5000,30,6.0,160,110,30,9,0.625,0,0.0,0,0.0,0,0.0,5000.0,25.0,12.0,100.0,100.0,7.0,23.7887,24.381777
33298,20250114,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,6,0.7,0,0.0,14,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,15,5000,30,6.0,160,110,30,9,0.625,0,0.0,0,0.0,0,0.0,5000.0,20.0,13.0,130.0,120.0,3.0,24.905,24.504517
45173,20250606,0.05,0.05,0.9,3.0,0.0,1.6,2,14.6,5,0.517,0,0.0,5,0.33,0,0.0,0,0.0,3000.0,30.0,100.0,10.0,1000,5,5500,30,10.0,150,110,15,6,0.5,0,0.0,0,0.0,0,0.0,3000.0,30.0,8.0,130.0,100.0,5.0,25.0603,25.458738
22285,20241223,0.05,0.16,0.79,2.9,0.1,1.73,6,0.72,1,2.3,0,0.0,14,0.0825,6,0.2475,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,30,6.0,160,110,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1389,23.828264
37148,20250320,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.198,6,0.132,0,0.0,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,0.5,6,0.5,0,0.0,0,0.0,5000.0,33.0,11.0,100.0,100.0,7.0,24.1593,24.69972
42104,20250424,0.05,0.1,0.85,3.0,0.0,1.73,2,14.6,5,0.517,0,0.0,10,0.188571429,6,0.125714286,3,0.015714286,0.0,0.0,0.0,0.0,1000,10,5000,40,10.0,160,110,25,9,1.0,5,0.5,1,2.5,0,0.0,5000.0,33.0,11.0,100.0,100.0,7.0,25.9003,25.349886
45850,20250611,0.05,0.05,0.9,3.0,0.0,1.6,2,14.6,5,0.517,0,0.0,7,0.33,0,0.0,0,0.0,5000.0,30.0,100.0,10.0,1000,5,5500,30,10.0,150,110,15,6,0.5,0,0.0,0,0.0,0,0.0,4900.0,20.0,8.0,130.0,100.0,5.0,24.706,24.649622
34648,20250211,0.1,0.0,0.9,2.8,0.2,1.5,2,3.5,3,12.0,0,0.0,13,0.11,11,0.22,0,0.0,0.0,0.0,0.0,0.0,1000,10,4700,35,8.0,200,115,30,8,1.0,0,0.0,0,0.0,0,0.0,5000.0,31.0,12.0,120.0,110.0,4.0,23.271,23.522636
31319,20250227,0.05,0.16,0.79,2.9,0.1,1.73,2,7.0,5,0.8,0,0.0,10,0.198,11,0.132,0,0.0,0.0,0.0,0.0,0.0,2000,10,5500,28,5.0,180,100,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6771,24.376043
