differing_column,row1_index,row2_index
Formula SAM 3,38855,40718
Formula SAM 3,39098,40718
Formula SAM 3,39908,40718
Formula SAM 3,39746,40718
Formula SAM 3,37721,41366
Formula SAM 3,38565,41366
Formula SAM 3,39422,41366
Formula SAM 3,41366,42014
Formula SAM 3,37120,41366
Formula SAM 3,37541,41366
Formula SAM 3,38855,41366
Formula SAM 3,39098,41366
Formula SAM 3,39908,41366
Formula SAM 3,39746,41366
Formula SAM 3,37721,39683
Formula SAM 3,38565,39683
Formula SAM 3,39422,39683
Formula SAM 3,39683,42014
Formula SAM 3,37120,39683
Formula SAM 3,37541,39683
Formula SAM 3,38855,39683
Formula SAM 3,39098,39683
Formula SAM 3,39683,39908
Formula SAM 3,39683,39746
Formula SAM 3,37721,40961
Formula SAM 3,38565,40961
Formula SAM 3,39422,40961
Formula SAM 3,40961,42014
Formula SAM 3,37120,40961
Formula SAM 3,37541,40961
Formula SAM 3,38855,40961
Formula SAM 3,39098,40961
Formula SAM 3,39908,40961
Formula SAM 3,39746,40961
Formula SAM 3,37781,38188
Formula SAM 3,37840,38188
Formula SAM 3,38188,38308
Formula SAM 3,37481,38188
Formula SAM 3,37781,39179
Formula SAM 3,37840,39179
Formula SAM 3,38308,39179
Formula SAM 3,37481,39179
Formula SAM 3,37781,39503
Formula SAM 3,37840,39503
Formula SAM 3,38308,39503
Formula SAM 3,37481,39503
Formula SAM 3,37781,40232
Formula SAM 3,37840,40232
Formula SAM 3,38308,40232
Formula SAM 3,37481,40232
Formula SAM 3,37781,41042
Formula SAM 3,37840,41042
Formula SAM 3,38308,41042
Formula SAM 3,37481,41042
Formula SAM 3,37781,41285
Formula SAM 3,37840,41285
Formula SAM 3,38308,41285
Formula SAM 3,37481,41285
Formula SAM 3,37781,41771
Formula SAM 3,37840,41771
Formula SAM 3,38308,41771
Formula SAM 3,37481,41771
Formula SAM 3,37781,42095
Formula SAM 3,37840,42095
Formula SAM 3,38308,42095
Formula SAM 3,37481,42095
Formula SAM 3,37781,39665
Formula SAM 3,37840,39665
Formula SAM 3,38308,39665
Formula SAM 3,37481,39665
Formula SAM 3,37781,40313
Formula SAM 3,37840,40313
Formula SAM 3,38308,40313
Formula SAM 3,37481,40313
Formula SAM 3,37781,40718
Formula SAM 3,37840,40718
Formula SAM 3,38308,40718
Formula SAM 3,37481,40718
Formula SAM 3,37781,41366
Formula SAM 3,37840,41366
Formula SAM 3,38308,41366
Formula SAM 3,37481,41366
Formula SAM 3,37781,39683
Formula SAM 3,37840,39683
Formula SAM 3,38308,39683
Formula SAM 3,37481,39683
Formula SAM 3,37781,40961
Formula SAM 3,37840,40961
Formula SAM 3,38308,40961
Formula SAM 3,37481,40961
Formula SAM 3,36882,38188
Formula SAM 3,36882,39179
Formula SAM 3,36882,39503
Formula SAM 3,36882,40232
Formula SAM 3,36882,41042
Formula SAM 3,36882,41285
Formula SAM 3,36882,41771
Formula SAM 3,36882,42095
Formula SAM 3,36882,39665
Formula SAM 3,36882,40313
Formula SAM 3,36882,40718
Formula SAM 3,36882,41366
Formula SAM 3,36882,39683
Formula SAM 3,36882,40961
Formula SAM 3,37045,38188
Formula SAM 3,37045,39179
Formula SAM 3,37045,39503
Formula SAM 3,37045,40232
Formula SAM 3,37045,41042
Formula SAM 3,37045,41285
Formula SAM 3,37045,41771
Formula SAM 3,37045,42095
Formula SAM 3,37045,39665
Formula SAM 3,37045,40313
Formula SAM 3,37045,40718
Formula SAM 3,37045,41366
Formula SAM 3,37045,39683
Formula SAM 3,37045,40961
Formula SAM 3,38248,38936
Formula SAM 3,37721,38248
Formula SAM 3,38248,38565
Formula SAM 3,38248,39422
Formula SAM 3,38248,42014
Formula SAM 3,37120,38248
Formula SAM 3,37541,38248
Formula SAM 3,38248,38855
Formula SAM 3,38248,39098
Formula SAM 3,38248,39908
Formula SAM 3,38248,39746
Formula SAM 3,37781,38248
Formula SAM 3,37840,38248
Formula SAM 3,38248,38308
Formula SAM 3,37481,38248
Formula SAM 3,36882,38248
Formula SAM 3,37045,38248
Formula SAM 3,37721,38936
Formula SAM 3,38565,38936
Formula SAM 3,38936,39422
Formula SAM 3,38936,42014
Formula SAM 3,37120,38936
Formula SAM 3,37541,38936
Formula SAM 3,38855,38936
Formula SAM 3,38936,39098
Formula SAM 3,38936,39908
Formula SAM 3,38936,39746
Formula SAM 3,37781,38936
Formula SAM 3,37840,38936
Formula SAM 3,38308,38936
Formula SAM 3,37481,38936
Formula SAM 3,36882,38936
Formula SAM 3,37045,38936
Formula SAM 3,37721,37781
Formula SAM 3,37721,37840
Formula SAM 3,37721,38308
Formula SAM 3,37481,37721
Formula SAM 3,37781,38565
Formula SAM 3,37840,38565
Formula SAM 3,38308,38565
Formula SAM 3,37481,38565
Formula SAM 3,37781,39422
Formula SAM 3,37840,39422
Formula SAM 3,38308,39422
Formula SAM 3,37481,39422
Formula SAM 3,37781,42014
Formula SAM 3,37840,42014
Formula SAM 3,38308,42014
Formula SAM 3,37481,42014
Formula SAM 3,37120,37781
Formula SAM 3,37120,37840
Formula SAM 3,37120,38308
Formula SAM 3,37120,37481
Formula SAM 3,37541,37781
Formula SAM 3,37541,37840
Formula SAM 3,37541,38308
Formula SAM 3,37481,37541
Formula SAM 3,37781,38855
Formula SAM 3,37840,38855
Formula SAM 3,38308,38855
Formula SAM 3,37481,38855
Formula SAM 3,37781,39098
Formula SAM 3,37840,39098
Formula SAM 3,38308,39098
Formula SAM 3,37481,39098
Formula SAM 3,37781,39908
Formula SAM 3,37840,39908
Formula SAM 3,38308,39908
Formula SAM 3,37481,39908
Formula SAM 3,37781,39746
Formula SAM 3,37840,39746
Formula SAM 3,38308,39746
Formula SAM 3,37481,39746
Formula SAM 3,36882,37721
Formula SAM 3,36882,38565
Formula SAM 3,36882,39422
Formula SAM 3,36882,42014
Formula SAM 3,36882,37120
Formula SAM 3,36882,37541
Formula SAM 3,36882,38855
Formula SAM 3,36882,39098
Formula SAM 3,36882,39908
Formula SAM 3,36882,39746
Formula SAM 3,37045,37721
Formula SAM 3,37045,38565
Formula SAM 3,37045,39422
Formula SAM 3,37045,42014
Formula SAM 3,37045,37120
Formula SAM 3,37045,37541
Formula SAM 3,37045,38855
Formula SAM 3,37045,39098
Formula SAM 3,37045,39908
Formula SAM 3,37045,39746
Formula SAM 3,36882,37781
Formula SAM 3,36882,37840
Formula SAM 3,36882,38308
Formula SAM 3,36882,37481
Formula SAM 3,37045,37781
Formula SAM 3,37045,37840
Formula SAM 3,37045,38308
Formula SAM 3,37045,37481
Formula SAM 3,36882,37045
Formula SAM 3,41204,42338
Formula SAM 3,42338,42419
Formula SAM 3,40475,42338
