No,date,rank,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed SAM,Spin Coating Time SAM,Annealed Temperature SAM,Annealed Time SAM,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,Product,Channel,From,upload_time
50045,20250727,168,Cs0.05MA0.08FA0.87PbI3.0,1.65,MACl,15.0,m-F-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,PiPDI,0.15,,,,,5000,30,6,70,100,5,25.5079,81.2011,1.18181,26.5807,1907,CH1,20250626.csv,
50065,20250727,168,Cs0.05MA0.08FA0.87PbI3.0,1.65,MACl,15.0,p-F-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PEAI,0.15,PDADI,0.5,,,,,5000,30,6,70,100,5,25.7676,81.7075,1.18528,26.6067,1912,CH1,20250626.csv,
50077,20250727,168,Cs0.05MA0.08FA0.87PbI3.0,1.65,MACl,15.0,p-F-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,PiPI,0.15,,,,,5000,30,6,70,100,5,23.2049,76.0187,1.15442,26.4422,1915,CH1,20250626.csv,
50082,20250727,168,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,p-F-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,PiPI,0.15,,,,,5000,30,6,70,100,5,21.8893,77.029,1.13828,24.9648,1916,CH2,20250626.csv,
50093,20250727,168,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,p-F-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,PiPDI,0.15,,,,,5000,30,6,70,100,5,23.9745,79.5261,1.18326,25.4776,1919,CH1,20250626.csv,
50117,20250728,169,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,m-F-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PEAI,0.15,PDADI,0.5,,,,,5000,30,6,70,100,5,24.6984,79.4301,1.18142,26.3195,1925,CH1,20250627.csv,
50128,20250728,169,Cs0.05MA0.05FA0.9PbI3.0,1.65,MACl,15.0,m-F-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PEAI,0.15,PDADI,0.5,,,,,5000,30,6,70,100,5,25.3045,82.5803,1.16054,26.4033,1927,CH4,20250627.csv,
50141,20250728,169,Cs0.05MA0.05FA0.9PbI3.0,1.65,MACl,15.0,m-F-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,PiPDI,0.15,,,,,5000,30,6,70,100,5,25.6476,81.4827,1.17986,26.6778,1931,CH1,20250627.csv,
50164,20250728,169,Cs0.05MA0.08FA0.87PbI3.0,1.65,MACl,15.0,p-F-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,,,,,,,5000,30,6,70,100,5,24.7998,81.189,1.16268,26.2717,1936,CH4,20250627.csv,
50269,20250729,170,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,m-F-PEACl,2.0,,,4PADCB,0.104,"4,4,4-NA",0.415,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,,,,,,,5000,30,6,70,100,5,25.1545,80.9158,1.17096,26.5486,1963,CH1,20250630-re.csv,
50281,20250729,170,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,m-F-PEACl,2.0,,,py3,0.104,"4,4,4-NA",0.415,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,,,,,,,5000,30,6,70,100,5,25.3437,81.5598,1.17546,26.4353,1966,CH1,20250630-re.csv,
50285,20250729,170,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,m-F-PEACl,2.0,,,"4,4,4-NA",0.415,4PABCz,0.104,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,,,,,,,5000,30,6,70,100,5,25.241,82.2295,1.18149,25.9806,1967,CH1,20250630-re.csv,
50305,20250729,170,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,m-F-PEACl,2.0,,,Me-2PACz,0.104,"4,4,4-NA",0.415,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,,,,,,,5000,30,6,70,100,5,25.1099,81.1121,1.17039,26.4503,1972,CH1,20250630-re.csv,
50425,20250731,172,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,m-Br-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,,,,,,,5000,30,6,70,100,5,25.147,81.2593,1.17917,26.2444,2002,CH1,20250702.csv,
50473,20250731,172,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,p-F-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,EDADI,0.5,,,,,,,5000,30,6,70,100,5,24.6104,80.3731,1.14787,26.6758,2014,CH1,20250702.csv,
50489,20250731,172,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,p-F-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,ODADI,0.5,,,,,,,5000,30,6,70,100,5,23.8806,81.564,1.13971,25.6893,2018,CH1,20250702.csv,
50525,20250801,173,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,PMACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,,,,,,,5000,30,6,70,100,5,25.2585,81.3931,1.18319,26.2281,2027,CH1,20250703.csv,
50549,20250801,173,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,p-MeO-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,,,,,,,5000,30,6,70,100,5,25.3859,80.2987,1.18778,26.6164,2033,CH1,20250703.csv,
50557,20250801,173,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,m-MeO-PEACl,2.0,,,"4,4,4-NA",0.5,,,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,,,,,,,5000,30,6,70,100,5,23.606,79.1751,1.17607,25.3513,2035,CH1,20250703.csv,
50577,20250801,173,Cs0.05MA0.1FA0.85PbI3.0,1.65,MACl,15.0,m-F-PEACl,2.0,,,4PACz,0.104,"4,4,4-NA",0.415,,,3000,30,100,10,1000,5,5500,30,15,150,110,15,PDADI,0.5,,,,,,,5000,30,6,70,100,5,25.3601,83.3154,1.18097,25.7744,2040,CH1,20250703.csv,
