index,date,rank,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,area_px2,gray_mean,pl_spectra_time_pvk_nucleation,PL_slop_30,xrd_intensity_12.6,xrd_fhwm_12.6,xrd_intensity_4,xrd_intensity_4_filename,xrd_Stress,xrd_Stress_filename,xrd_intensity_5.3,xrd_intensity_5.3_filename,No_y
37247,20250319,1th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEAI,0.5,CF3-PEAI,0.5,,,4000,30,10,100,90,5,23.57,80.57,1.13391,25.8,,,,,,,972.9066291,Gonio_3-50_15min_RT-3_20250707-DP_7,2.4, 0711\0711-5-C.csv,,,37247
37328,20250319,1th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEAI,1,VBETS,0.5,,,4000,30,10,100,90,5,23.6,79.2,1.10785,26.9,,,,,,,886.4424444,Gonio_3-50_15min_RT-3_20250707-DP_8,1.8, 0711\0711-20-C.csv,227.2464622,,37328
37906,20250325,5th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEAI,1.9,PDADI,0.5,,,4000,30,10,100,90,5,22.11,81.99,1.1282,23.9,,,,,,,1164.759308,Gonio_3-50_15min_RT-3_20250703-DoubleAdditives_DP_12,6, 0703\0703-SP\0703-20-C.csv,,,37906
37935,20250325,5th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEACl,1,PDADI,0.25,,,5000,31,10,120,100,5,23.35,81.2,1.11723,25.74,,,,,,,524.9220908,Gonio_3-50_15min_RT-3_20250711_31,2.9, 0711\0711-15-C.csv,841.3578922,,37935
37994,20250325,5th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEACl,1,PDADI,1,,,5000,31,10,120,100,5,22.4,78.64,1.12289,25.37,,,,,,,1822.654035,Gonio_3-50_15min_RT-3_20250715_4,5.4, 0703\0703-SP\0703-13-C.csv,3311.17606,Gonio_3-50_15min_RT-3_20250715_4,37994
38022,20250325,5th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEAI,1.4,PEACl,0.5,,,4000,30,10,100,90,5,23.48,79.94,1.13331,25.91,,,,,,,999.8207317,Gonio_3-50_15min_RT-3_20250708_19,2.5, 0710\0710-22-C.csv,481.1111361,,38022
38032,20250325,5th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEAI,1.4,PEACl,0.5,,,5000,30,11,100,100,7,22.84,80.12,1.11393,25.59,,,,,,,1274.022872,Gonio_3-50_15min_RT-3_20250715_1,4.1, 0710\0710-3-C.csv,2722.684342,Gonio_3-50_15min_RT-3_20250715_1,38032
38047,20250325,5th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEAI,1.4,PEACl,1,,,4000,30,10,100,90,5,23.13,80.28,1.13094,25.48,,,,,,,1936.244421,Gonio_3-50_15min_RT-3_20250715_20,3.4, 0711\0711-25-C.csv,3990.333039,Gonio_3-50_15min_RT-3_20250715_20,38047
38063,20250325,5th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEAI,1.9,PEACl,0.5,,,4000,30,10,100,90,5,23.06,81.46,1.13071,25.03,,,,,,,1366.448717,Gonio_3-50_15min_RT-3_20250715_3,3.5, 0709\0709-26-C.csv,3094.827825,Gonio_3-50_15min_RT-3_20250715_3,38063
38329,20250327,7th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEAI,1,"5-Amino-1,3,4-thiadiazole-2-thiol (C2H3N3S2)",1.5,,,4100,30,12,100,100,4,20.49,77.46,1.09115,24.24,,,,,,,1188.263744,Gonio_3-50_15min_RT-3_20250708_17,6.4, 0711\0711-35-C.csv,463.6045849,,38329
38354,20250327,7th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEAI,1,Lead(II) oxalate (C2O4Pb),2,,,5000,33,11,100,100,7,23.17,81.33,1.12808,25.26,,,,,,,1279.902968,Gonio_3-50_15min_RT-3_20250702-DoubleAdditives_DP_1,3.2, 0711\0711-14-C.csv,,,38354
38370,20250327,7th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,4.5,,,5000,33,11,100,100,7,23.93,82.41,1.13293,25.63,,,,,,,1640.213947,Gonio_3-50_15min_RT-3_20250703-DoubleAdditives_DP_2,1.7, 0711\0711-13-C.csv,,,38370
38382,20250327,7th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,PEAI,1,m-Br-PEACl,4.5,,,4900,31,14,120,100,5,22.18,78.01,1.12652,25.24,,,,,,,3104.026218,Gonio_3-50_15min_RT-3_20250708_21,5.9, 0703\0703-SP\0703-16-C.csv,100.2448462,,38382
38449,20250327,7th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,"5-Amino-1,3,4-thiadiazole-2-thiol (C2H3N3S2)",1.5,m-Br-PEACl,4.5,,,5000,33,11,100,100,7,22.18,81.98,1.12288,24.1,,,,,,,2355.574442,Gonio_3-50_15min_RT-3_20250707-DP_9,5.5, 0710\0710-39-C.csv,136.8674069,,38449
38474,20250327,7th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,Lead(II) oxalate (C2O4Pb),2,m-f-PEAI,4.5,,,4100,30,12,100,100,4,23.34,81.54,1.11872,25.58,,,,,,,2299.479253,Gonio_3-50_15min_RT-3_20250703-DoubleAdditives_DP_1,3.1, 0711\0711-2-C.csv,,,38474
38489,20250327,7th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,Lead(II) oxalate (C2O4Pb),2,m-Br-PEACl,4.5,,,4100,30,12,100,100,4,22.52,82.03,1.10583,24.83,,,,,,,1898.367211,Gonio_3-50_15min_RT-3_20250715_12,5.3, 0711\0711-42-C.csv,3850.852154,Gonio_3-50_15min_RT-3_20250715_12,38489
38493,20250327,7th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,Lead(II) oxalate (C2O4Pb),2,m-Br-PEACl,4.5,,,4900,31,14,120,100,5,22.63,82.48,1.11669,24.57,,,,,,,1929.42433,Gonio_3-50_15min_RT-3_20250715_6,5, 0709\0709-20-C.csv,3454.038803,Gonio_3-50_15min_RT-3_20250715_6,38493
38542,20250327,7th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,40,10,160,110,25,m-f-PEAI,4.5,TBACL,2.5,,,4900,31,14,120,100,5,22.32,79.94,1.09799,25.43,,,,,,,1431.215669,Gonio_3-50_15min_RT-3_20250707-DP_10,5.5, 0710\0710-15-C.csv,222.186224,,38542
38654,20250328,8th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.066,DMACPA,0.066,4PADCB,0.198,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,4.5,,,4900,31,14,120,100,5,23.58,82.96,1.11661,25.45,,,,,,,1858.291478,Gonio_3-50_15min_RT-3_20250703-DoubleAdditives_DP_10,1.9, 0711\0711-22-C.csv,,,38654
38686,20250328,8th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,4.5,,,4000,30,10,100,100,3,24.89,83.84,1.13594,26.14,,,,,,,1521.10318,Gonio_3-50_15min_RT-3_20250703-DoubleAdditives_DP_9,-1, 0711\0711-10-C.csv,,,38686
38694,20250328,8th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,4.5,,,4900,31,14,120,100,5,24.12,83.81,1.12705,25.54,,,,,,,2108.358167,Gonio_3-50_15min_RT-3_20250715_10,1.6, 0710\0710-28-C.csv,2954.348061,Gonio_3-50_15min_RT-3_20250715_10,38694
38774,20250328,8th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,4PADCB,0.232941176,DMACPA,0.077647059,(4-aminobenzyl)phosphonic acid (4-ABnP),0.019411765,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,4.5,,,4900,31,14,120,100,5,23.59,83.82,1.11773,25.18,,,,,,,1696.834404,Gonio_3-50_15min_RT-3_20250703-DoubleAdditives_DP_3,1.9, 0711\0711-7-C.csv,,,38774
38781,20250328,8th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,4PADCB,0.232941176,DMACPA,0.077647059,(4-aminobenzyl)phosphonic acid (4-ABnP),0.019411765,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,4.5,,,4500,30,12,100,100,4,24.34,84.79,1.11376,25.78,,,,,,,2255.575628,Gonio_3-50_15min_RT-3_20250715_19,1.1, 0710\0710-20-C.csv,3727.44181,Gonio_3-50_15min_RT-3_20250715_19,38781
38890,20250331,9th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.188571429,DMACPA,0.125714286,(4-aminobenzyl)phosphonic acid (4-ABnP),0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,4000,30,10,100,90,5,23.46,83.28,1.13481,24.82,,,,,,,1381.057296,Gonio_3-50_15min_RT-3_20250715_17,2.8, 0710\0710-18-C.csv,3197.887894,Gonio_3-50_15min_RT-3_20250715_17,38890
38898,20250331,9th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.188571429,DMACPA,0.125714286,(4-aminobenzyl)phosphonic acid (4-ABnP),0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,5000,33,11,100,100,7,24.78,83.11,1.13683,26.23,,,,,,,715.3689755,Gonio_3-50_15min_RT-3_20250708_16,-0.7, 0711\0711-41-C.csv,639.7827339,,38898
38986,20250331,9th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,4.5,,,4000,30,10,100,100,3,24.2,84.21,1.1288,25.46,,,,,,,1618.641449,Gonio_3-50_15min_RT-3_20250703-DoubleAdditives_DP_4,1.5, 0711\0711-26-C.csv,,,38986
38997,20250331,9th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,m-f-PEAI,4.5,,,5000,33,11,100,100,7,23.42,82.42,1.10573,25.7,,,,,,,2084.769381,Gonio_3-50_15min_RT-3_20250715_7,2.8, 0711\0711-37-C.csv,3443.501711,Gonio_3-50_15min_RT-3_20250715_7,38997
39591,20250403,12th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,5000,32,10,130,100,5,24.59,83.38,1.13704,25.94,,,,,,,807.8839132,Gonio_3-50_15min_RT-3_20250708_27,0.6, 0711\0711-38-C.csv,419.6755343,,39591
39674,20250403,12th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.188571429,DMACPA,0.125714286,(4-aminobenzyl)phosphonic acid (4-ABnP),0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,5000,33,11,100,100,6,25.15,83.96,1.12981,26.52,,,,,,,668.1557283,Gonio_3-50_15min_RT-3_20250707-DP_6,-1.2, 0711\0711-27-C.csv,,,39674
39815,20250407,13th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,5000,32,9,140,100,5,24.62,84.95,1.13505,25.54,,,,,,,760.1489462,Gonio_3-50_15min_RT-3_20250708_29,0.2, 0710\0710-33-C.csv,612.7629886,,39815
40250,20250408,14th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.188571429,DMACPA,0.125714286,(4-aminobenzyl)phosphonic acid (4-ABnP),0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,5000,33,9,110,100,6,25.01,84.43,1.13547,26.09,,,,,,,698.1284292,Gonio_3-50_15min_RT-3_20250711_32,-1.1, 0710\0710-4-C.csv,898.109038,,40250
40298,20250409,15th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,4PADCB,0.066,Me-2PACz,0.066,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,4900,31,7,130,100,5,24.77,84.62,1.14215,25.63,,,,,,,731.069651,Gonio_3-50_15min_RT-3_20250708_28,0.1, 0710\0710-26-C.csv,685.3904526,,40298
40338,20250409,15th,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.188571429,DMACPA,0.125714286,(4-aminobenzyl)phosphonic acid (4-ABnP),0.015714286,1000,10,5000,40,10,160,110,25,PEAI,1,PDADI,0.5,,,4900,31,7,130,100,5,25.55,85.09,1.13748,26.4,,,,,,,578.2514843,Gonio_3-50_15min_RT-3_20250711_40,-2.9, 0710\0710-21-C.csv,1122.360788,,40338
