index,date,rank,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed SAM,Spin Coating Time SAM,Annealed Temperature SAM,Annealed Time SAM,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,area_px2,mean_RGB,VAR_RGB,gray_mean,gray_contrast,mean_B,mean_G,mean_R,var_B,var_G,var_R,filename,folder_date,date.1,defect_bright,defect_dark,defect_crack,defect_total,closest_color_name,Nucleation Onset Time After Spin Coating,Maximum PL Intensity,Time to Peak PL Intensity After Nucleation,max_column,10%decay_column,10%decay_value,10%slope,20%decay_column,20%decay_value,20%slope,30%decay_column,30%decay_value,30%slope,file_location,xrd_intensity_12.6,xrd_fhwm_12.6,xrd_intensity_4,xrd_fhwm_4,xrd_intensity_4_filename,xrd_Stress,xrd_Stress_filename_x,xrd_intensity_5.3,xrd_fhwm_5.3,xrd_intensity_5.3_filename,Unnamed: 90,Unnamed: 91,xrd_Stress_filename_y
4336,20240929,12,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,0.17271,98.034,0.018738,9.4019,43.1,104.3337,229.3858,107.0981,15.3952,96.6209,108.9404,107.4397,171.4382,239.2981,277.421,expID20240929\Image\ԭͼ\10_-153920_.JPEG,20240929,20240929,48,8,0,56,dimgray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,20240929,12,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.35,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,30,,,,,,,,,,,,,,,12.357,68.322,1.0483,17.253,99.4,54.6828,87.9088,56.6304,8.3297,43.4897,54.2761,66.2827,74.7998,59.7624,129.1641,expID20240929\Image\ԭͼ\11_-153935_.JPEG,20240929,20240929,12,17,2,31,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,20240929,12,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,0.13926,167.38,0.009327,8.9207,89.4,53.763,133.7885,55.4333,10.6578,48.0119,55.622,57.6552,156.4594,111.8458,133.0603,expID20240929\Image\ԭͼ\14_-181050_.JPEG,20240929,20240929,19,16,4,39,darkslategray,30,57304.035,22,0,20000,6535.035,2.53845,16000,11354.035,2.871875,8200,17052.035,4.908780488,0929_3\GP_PL_20240929_54_54.csv,,,,,,,,,,,,,
4368,20240929,12,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,0.019107,5.8718,0.026812,12.137,22.6,92.359,270.458,94.1797,16.6249,88.4319,96.0168,92.6283,222.3638,275.3236,313.6866,expID20240929\Image\ԭͼ\14_-154019_.JPEG,20240929,20240929,17,2,0,19,dimgray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,20240929,12,Cs0.12MA0.28FA0.60Pb1I2.60Br0.40,1.45,,,,,,,,,,,,,,,,,1100,10,5000,25,15,150,110,25,,,,,,,,,,,,,,,13.712,70.707,1.0457,18.546,99.9,53.9523,39.9604,56.3202,4.6899,40.3073,53.6098,67.9399,52.2256,20.3712,47.2843,expID20240929\Image\ԭͼ\15_-154034_.JPEG,20240929,20240929,1,9,2,12,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,20240929,12,Cs0.3MA0.6FA0.1Pb1I2.6Br0.4,1.54,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,120,20,,,,,,,,,,,,,,,7.3349,62.903,1.1291,10.327,99.8,51.5009,46.1059,52.3303,4.9884,42.3933,48.5471,63.5624,56.2988,28.7544,53.2645,expID20240929\Image\ԭͼ\16_-154048_.JPEG,20240929,20240929,9,3,4,16,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,20240929,12,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.35,,,,,,,,,,,,,,,,,1000,10,4000,25,15,120,100,20,,,,,,,,,,,,,,,0.16143,126.03,0.016662,7.6876,20.7,101.0956,207.9929,104.2519,14.8943,92.1551,106.2287,104.903,104.8158,224.2954,294.8675,expID20240929\Image\ԭͼ\18_-154117_.JPEG,20240929,20240929,12,4,0,16,dimgray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,20240929,12,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,1000,10,4000,25,15,120,100,20,,,,,,,,,,,,,,,0.11123,397.43,0.005201,5.3809,49.3,90.8785,494.6245,93.2201,22.0355,84.8514,95.0607,92.7233,474.2879,484.1143,525.4711,expID20240929\Image\ԭͼ\19_-181202_.JPEG,20240929,20240929,79,5,7,91,dimgray,20,45546.586,27,0,17800,4445.584,2.309045056,8000,8898.584,4.58100025,4600,13324.584,7.004783043,0929_3\GP_PL_20240929_59_59.csv,,,,,,,,,,,,,
4408,20240929,12,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,1000,10,4000,25,15,120,100,20,,,,,,,,,,,,,,,0.073787,288.68,0.004816,5.3078,21.5,88.2502,310.0412,89.6732,17.8164,86.0671,91.6299,87.0537,255.4811,312.7434,361.8991,expID20240929\Image\ԭͼ\19_-154131_.JPEG,20240929,20240929,12,3,0,15,dimgray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,20240929,12,Cs0.06MA0.14FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,950,10,5000,30,10,110,100,35,,,,,,,,,,,,,,,10.191,51.949,1.0108,19.409,91.5,58.6433,374.6954,60.1087,18.6692,55.0619,61.2808,59.5873,445.5409,357.518,321.0274,expID20240929\Image\ԭͼ\2_-180748_.JPEG,20240929,20240929,19,12,2,33,darkslategray,30,57339.691,22,0,17800,5688.693,2.901741461,14400,11142.693,3.208124861,10200,16828.693,3.971666471,0929_3\GP_PL_20240929_42_42.csv,,,,,,,,,,,,,
4415,20240929,12,Cs0.06MA0.14FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,950,10,5000,30,10,110,100,35,,,,,,,,,,,,,,,2.7397,28.38,0.51959,18.579,98.2,49.2286,68.1783,51.0288,7.5191,42.9283,51.253,53.5044,64.8049,48.8592,90.8709,expID20240929\Image\ԭͼ\2_-153715_.JPEG,20240929,20240929,12,12,6,30,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,20240929,12,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,1000,10,5000,28,12,150,100,20,,,,,,,,,,,,,,,11.422,60.535,1.0504,17.964,99.8,52.4852,57.5689,54.421,6.6238,43.6621,53.1978,60.5958,77.9426,42.3259,52.4381,expID20240929\Image\ԭͼ\20_-154146_.JPEG,20240929,20240929,3,13,4,20,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,20240929,12,Cs0.06MA0.15FA0.79Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,950,10,5000,30,10,110,100,35,,,,,,,,,,,,,,,4.3651,30.485,0.76832,18.637,98.7,50.7355,121.293,52.1562,10.1623,47.3102,53.254,51.6424,154.2096,106.9757,102.6936,expID20240929\Image\ԭͼ\3_-180803_.JPEG,20240929,20240929,29,15,1,45,darkslategray,30,57302.035,22,0,19200,5708.035,2.6871875,15400,11204.035,2.993376623,9600,16610.035,4.23875,0929_3\GP_PL_20240929_43_43.csv,,,,,,,,,,,,,
4442,20240929,12,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,100,30,,,,,,,,,,,,,,,0.1197,30.293,0.033832,11.68,97,76.7589,433.9624,77.9282,20.5474,75.088,79.5207,75.6679,426.7412,407.737,467.4089,expID20240929\Image\ԭͼ\5_-153802_.JPEG,20240929,20240929,44,6,7,57,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,20240929,12,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,100,30,,,,,,,,,,,,,,,1.0414,29.234,0.20322,17.53,88.2,56.0488,245.6829,57.6112,14.8537,51.4983,58.4015,58.2466,283.0874,224.6528,229.3084,expID20240929\Image\ԭͼ\5_-180835_.JPEG,20240929,20240929,40,19,0,59,darkslategray,20,57321.691,27,0,18200,5627.693,2.84032956,11400,11248.693,4.041491053,8200,16788.693,4.943048537,0929_3\GP_PL_20240929_45_45.csv,,,,,,,,,,,,,
4452,20240929,12,Cs0.005MA0.345FA0.65Pb1I2.55Br0.45,1.55,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,120,30,,,,,,,,,,,,,,,0,0,-0.000152,-0.62564,18.2,62.0144,71.7739,64.345,7.1553,50.158,62.4143,73.4708,71.7564,46.867,96.6982,expID20240929\Image\ԭͼ\6_-153817_.JPEG,20240929,20240929,4,3,2,9,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,20241009,13,Cs0.09MA0.21FA0.70Pb1I2.55Br0.45,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,13.091,71.002,1.0571,17.443,44.6,104.3381,184.4231,106.4857,13.6276,98.7201,108.1476,106.1465,156.7818,187.1833,209.3042,expID20241009-1\Image\ԭͼ\10_-162157_.JPEG,20241009,20241009,41,3,0,44,dimgray,30,17061.035,25.2,3200,20000,2712.035,0.854107143,16800,3381.035,1.005882353,10000,4609.035,1.831176471,1009_3\GP_PL_20241009_50_50.csv,,,,,,,,,,,,,
4562,20241009,13,Cs0.35MA0.16FA0.49Pb1I2.5Br0.5,1.4,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,10.763,57.211,1.0471,17.967,90.9,75.142,445.2633,76.786,21.0257,71.8303,78.5569,75.0387,414.2356,438.5363,483.018,expID20241009-1\Image\ԭͼ\12_-162226_.JPEG,20241009,20241009,21,6,4,31,darkslategray,30,56901.383,22,0,20000,11376.384,2.27624995,20000,11376.384,2.27624995,17600,17001.385,2.267045341,1009_3\GP_PL_20241009_52_52.csv,,,,,,,,,,,,,
4582,20241009,13,Cs0.08MA0.15FA0.77Pb1I2.5Br0.5,1.8,,,,,,,,,,,,,,,,,1000,10,5000,28,12,150,100,30,,,,,,,,,,,,,,,11.44,61.07,1.0469,17.892,94.2,60.019,290.8269,61.636,16.5429,56.0733,62.9257,61.0581,333.8209,286.0224,252.6373,expID20241009-1\Image\ԭͼ\13_-162242_.JPEG,20241009,20241009,23,9,2,34,darkslategray,26,57312.035,24,0,20000,11197.035,2.30575,12600,11292.035,3.652380952,9800,16043.035,4.211122449,1009_3\GP_PL_20241009_53_53.csv,,,,,,,,,,,,,
4608,20241009,13,Cs0.07MA0.1FA0.83Pb1I2.5Br0.5,1.8,,,,,,,,,,,,,,,,,1000,10,5000,28,12,100,100,30,,,,,,,,,,,,,,,12.799,64.247,1.0971,18.159,14.9,64.8612,477.0099,67.8643,21.3909,54.7844,68.813,70.9863,396.1044,455.3156,579.6097,expID20241009-1\Image\ԭͼ\14_-162256_.JPEG,20241009,20241009,49,7,1,57,darkslategray,26,5637.584,28,4000,20000,2136.584,0.2188125,20000,2136.584,0.2188125,20000,2136.584,0.2188125,1009_3\GP_PL_20241009_54_54.csv,,,,,,,,,,,,,
4613,20241009,13,Cs0.07MA0.1FA0.83Pb1I2.5Br0.5,1.8,,,,,,,,,,,,,,,,,1000,10,5000,28,12,100,100,30,,,,,,,,,,,,,,,10.83,58.348,1.0478,17.713,96.3,64.7227,384.1503,65.9398,19.3624,62.9818,67.68,63.5063,386.7421,371.3724,394.3363,expID20241009-1\Image\ԭͼ\14_-134819_.JPEG,20241009,20241009,32,20,4,56,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624,20241009,13,Cs0.07MA0.1FA0.83Pb1I2.5Br0.5,1.8,,,,,,,,,,,,,,,,,1000,10,5000,28,12,100,100,30,,,,,,,,,,,,,,,9.5513,54.204,1.0495,16.79,97.8,54.8201,156.8151,56.2347,11.553,51.094,57.1389,56.2274,191.7396,133.8736,144.8322,expID20241009-1\Image\ԭͼ\14_-111749_.JPEG,20241009,20241009,19,12,0,31,darkslategray,26,57255.035,24,0,20000,6847.035,2.5204,15000,11385.035,3.058,10200,16813.035,3.964901961,1009_1\GP_PL_20241009_14_14.csv,,,,,,,,,,,,,
4640,20241009,13,Cs0.07MA0.1FA0.83Pb1I2.5Br0.5,1.8,,,,,,,,,,,,,,,,,1000,10,5000,28,12,150,100,30,,,,,,,,,,,,,,,9.7787,53.697,1.0686,17.043,95.6,57.8017,265.4304,59.344,15.6659,53.7493,60.3555,59.3003,318.4349,261.2422,216.614,expID20241009-1\Image\ԭͼ\15_-162311_.JPEG,20241009,20241009,17,9,1,27,darkslategray,26,57351.035,24,0,20000,6247.035,2.5552,14000,11290.035,3.290071429,9200,17143.035,4.370434783,1009_3\GP_PL_20241009_55_55.csv,,,,,,,,,,,,,
4667,20241009,13,Cs0.05MA0.15FA0.8Pb1I2.5Br0.5,1.3,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,105,25,,,,,,,,,,,,,,,12.271,66.66,1.0633,17.313,90.3,63.9025,295.9233,66.0814,14.135,52.7469,64.2913,74.6693,467.0529,241.3757,179.3411,expID20241009-1\Image\ԭͼ\16_-111818_.JPEG,20241009,20241009,12,15,3,30,darkslategray,30,48115.57,22,0,15800,4768.569,2.743481076,14200,9076.569,2.749225423,13000,14011.569,2.623384692,1009_1\GP_PL_20241009_16_16.csv,,,,,,,,,,,,,
4674,20241009,13,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,12.609,66.53,1.0764,17.608,22.2,83.2114,331.5352,85.1764,18.3647,79.3836,87.4005,82.85,271.0224,329.2,394.3832,expID20241009-1\Image\ԭͼ\17_-162340_.JPEG,20241009,20241009,7,2,0,9,darkslategray,30,57144.812,22,0,20000,9018.813,2.40629995,15000,11368.813,3.051733267,10600,16901.812,3.796509434,1009_3\GP_PL_20241009_57_57.csv,,,,,,,,,,,,,
4681,20241009,13,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,10.986,60.632,1.0634,17.038,99.4,54.223,162.841,55.7876,12.0345,50.1907,56.9365,55.5416,194.1253,151.0035,143.3941,expID20241009-1\Image\ԭͼ\17_-134902_.JPEG,20241009,20241009,30,15,3,48,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,20241009,13,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,10.852,61.179,1.0706,16.567,98.9,50.3102,80.9759,52.185,8.2786,43.6928,52.4663,54.7715,90.1579,68.4329,84.3369,expID20241009-1\Image\ԭͼ\17_-111833_.JPEG,20241009,20241009,22,13,5,40,darkslategray,30,57252.691,22.4,400,20000,11240.693,2.347550918,16400,11344.693,2.869249875,6400,16623.693,6.771499667,1009_1\GP_PL_20241009_17_17.csv,,,,,,,,,,,,,
4699,20241009,13,Cs0.05MA0.15FA0.8Pb1I2.5Br0.5,1.8,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,11.32,59.354,1.0624,17.953,36.4,82.4572,437.8603,84.5011,21.1447,78.1255,86.63,82.616,364.3978,438.6717,510.5115,expID20241009-1\Image\ԭͼ\18_-162354_.JPEG,20241009,20241009,18,1,0,19,darkslategray,30,57325.035,22,0,20000,10958.035,2.31835,19200,11446.035,2.38953125,14400,16991.035,2.800972222,1009_3\GP_PL_20241009_58_58.csv,,,,,,,,,,,,,
4716,20241009,13,Cs0.05MA0.15FA0.8Pb1I2.5Br0.5,1.8,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,11.222,59.192,1.0673,17.763,99.6,56.6272,175.1152,58.0696,12.6395,53.4343,59.5041,56.9433,198.6328,164.9002,161.8126,expID20241009-1\Image\ԭͼ\18_-134917_.JPEG,20241009,20241009,20,13,2,35,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,20241009,13,Cs0.05MA0.2FA0.75Pb1I2.5Br0.5,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,0.49526,25.715,0.16309,11.809,79.4,78.9226,472.5195,80.7075,21.3988,73.9612,81.8403,80.9663,501.2757,483.139,433.1438,expID20241009-1\Image\ԭͼ\19_-111901_.JPEG,20241009,20241009,31,8,8,47,darkslategray,30,57277.035,22,0,20000,7634.035,2.48215,17400,11333.035,2.64045977,14800,17125.035,2.712972973,1009_1\GP_PL_20241009_19_19.csv,,,,,,,,,,,,,
4918,20241009,13,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,13.734,67.341,1.0734,18.999,16.9,65.472,356.9193,68.572,18.2231,54.7607,69.3529,72.3025,287.6582,327.2623,455.8374,expID20241009-1\Image\ԭͼ\8_-162126_.JPEG,20241009,20241009,63,18,1,82,darkslategray,30,26298.586,22,0,20000,3121.585,1.15885005,8000,4861.585,2.679625125,5800,7882.585,3.175172586,1009_3\GP_PL_20241009_48_48.csv,,,,,,,,,,,,,
4926,20241009,13,Cs0.05MA0.15FA0.8Pb1I2.55Br0.45,1.75,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,12.558,64.873,1.0627,18.215,95.5,56.1895,166.9423,57.7355,12.0461,50.6852,57.7831,60.1004,192.9922,154.2312,153.6035,expID20241009-1\Image\ԭͼ\8_-134649_.JPEG,20241009,20241009,21,10,8,39,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4943,20241009,13,Cs0.08MA0.22FA0.70Pb1I2.55Br0.45,1.4,,,,,,,,,,,,,,,,,900,10,5000,30,10,100,100,30,,,,,,,,,,,,,,,9.6726,52.226,1.0343,17.906,99.7,55.3073,102.7974,57.358,8.0323,44.9736,55.7021,65.2462,103.2885,59.9268,145.1767,expID20241009-1\Image\ԭͼ\9_-111634_.JPEG,20241009,20241009,11,7,2,20,darkslategray,30,56572.035,22,0,15400,5362.035,3.325324675,12800,11038.035,3.55734375,10200,16630.035,3.915882353,1009_1\GP_PL_20241009_9_9.csv,,,,,,,,,,,,,
4958,20241009,13,Cs0.08MA0.22FA0.70Pb1I2.55Br0.45,1.4,,,,,,,,,,,,,,,,,900,10,5000,30,10,100,100,30,,,,,,,,,,,,,,,12.515,66.516,1.0351,18.176,97.9,52.3736,138.5033,53.8708,9.866,46.6457,53.7661,56.709,155.2925,99.6166,160.6007,expID20241009-1\Image\ԭͼ\9_-134704_.JPEG,20241009,20241009,14,5,1,20,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975,20241009,13,Cs0.05MA0.1FA0.85Pb1I2.4Br0.6,1.95,,,,,,,,,,,,,,,,,1200,10,6000,30,20,100,120,45,,,,,,,,,,,,,,,4.5425,36.507,0.7275,17.104,88.6,67.2597,484.466,68.6247,21.4605,64.5414,70.0305,67.2072,548.2922,464.9433,440.1623,expID20241009\Image\ԭͼ\1_-205942_.JPEG,20241009,20241009,13,17,2,32,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,20241009,13,Cs0.03MA0.17FA0.8Pb1I2.4Br0.6,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,2.9848,48.977,0.49295,12.363,96.1,69.8781,424.3663,71.1376,20.1458,67.7563,72.6925,69.1857,456.3291,404.7643,412.0056,expID20241009\Image\ԭͼ\11_-230937_.JPEG,20241009,20241009,16,24,9,49,darkslategray,30,46708.758,29.6,7600,20000,11373.759,2.849596694,20000,11373.759,2.849596694,13600,12338.759,5.728333167,1009_6\GP_PL_20241009_111_111.csv,,,,,,,,,,,,,
5029,20241009,13,Cs0.03MA0.17FA0.8Pb1I2.4Br0.6,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,2.824,40.34,0.61807,11.326,19.1,68.7007,400.7994,72.4216,19.376,54.6396,72.5903,78.8723,294.9973,370.9135,536.4874,expID20241009\Image\ԭͼ\11_-210216_.JPEG,20241009,20241009,66,34,1,101,darkolivegreen,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,20241009,13,Cs0.08MA0.22FA0.70Pb1I2.40Br0.60,1.4,,,,,,,,,,,,,,,,,900,10,5000,30,10,100,100,30,,,,,,,,,,,,,,,5.1523,33.01,0.86381,18.07,42.4,101.7202,738.5477,104.8083,25.0281,91.007,105.5284,108.6253,1002.6397,645.8377,567.1657,expID20241009\Image\ԭͼ\12_-185248_.JPEG,20241009,20241009,4,29,14,47,dimgray,30,34511.012,31.2,9200,11400,3293.011,14.19000045,10400,5694.011,24.0141675,10200,7409.011,27.102001,1009_4\GP_PL_20241009_72_72.csv,,,,,,,,,,,,,
5046,20241009,13,Cs0.08MA0.22FA0.70Pb1I2.40Br0.60,1.4,,,,,,,,,,,,,,,,,900,10,5000,30,10,100,100,30,,,,,,,,,,,,,,,12.778,66.451,1.0514,18.29,98.1,61.6004,211.3041,63.3134,12.4782,53.8634,62.5285,68.4092,283.2461,173.8121,176.8541,expID20241009\Image\ԭͼ\12_-210231_.JPEG,20241009,20241009,18,18,2,38,darkslategray,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,20241009,13,Cs0.08MA0.22FA0.70Pb1I2.40Br0.60,1.4,,,,,,,,,,,,,,,,,900,10,5000,30,10,100,100,30,,,,,,,,,,,,,,,13.281,69.186,1.0565,18.169,54.5,99.0752,450.6896,101.2901,21.0225,92.5472,102.5056,102.173,431.6769,443.3034,477.0887,expID20241009\Image\ԭͼ\12_-230952_.JPEG,20241009,20241009,92,6,11,109,dimgray,30,3212.211,27,5000,20000,807.211,0.160333333,20000,807.211,0.160333333,10200,889.211,0.446730769,1009_6\GP_PL_20241009_112_112.csv,,,,,,,,,,,,,
5070,20241009,13,Cs0.09MA0.21FA0.70Pb1I2.40Br0.60,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,12.281,68.556,1.0396,17.232,99.3,60.403,54.6342,62.9928,6.1434,44.8962,59.4697,76.843,52.9394,32.0291,78.9342,expID20241009\Image\ԭͼ\13_-210246_.JPEG,20241009,20241009,3,12,8,23,darkolivegreen,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080,20241009,13,Cs0.09MA0.21FA0.70Pb1I2.40Br0.60,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,12.56,68.59,1.068,17.146,62.7,102.2965,424.5604,104.4831,19.7682,95.6027,105.5197,105.7672,478.9296,394.5851,400.1664,expID20241009\Image\ԭͼ\13_-231007_.JPEG,20241009,20241009,14,33,10,57,dimgray,30,41081.18,22,0,17000,3969.181,2.183058765,13400,7641.181,2.495522313,11200,11434.182,2.647053393,1009_6\GP_PL_20241009_113_113.csv,,,,,,,,,,,,,
5142,20241009,13,Cs0.10MA0.20FA0.70Pb1I2.45Br0.55,1.38,,,,,,,,,,,,,,,,,950,10,5000,30,10,110,105,20,,,,,,,,,,,,,,,2.5608,33.806,0.52779,14.352,74.1,82.5161,528.4695,84.2761,22.8039,77.365,85.2053,84.9781,551.3105,547.068,487.0299,expID20241009\Image\ԭͼ\16_-185346_.JPEG,20241009,20241009,35,3,8,46,darkolivegreen,30,29224.553,22,0,15400,2754.552,1.718831234,12200,5686.553,1.929344262,6600,8717.553,3.107121212,1009_4\GP_PL_20241009_76_76.csv,,,,,,,,,,,,,
5148,20241009,13,Cs0.10MA0.20FA0.70Pb1I2.45Br0.55,1.38,,,,,,,,,,,,,,,,,950,10,5000,30,10,110,105,20,,,,,,,,,,,,,,,12.749,69.638,1.0586,17.294,87.1,82.7839,474.1141,84.4884,21.2185,77.1268,85.0618,86.1631,536.0111,490.2823,396.0488,expID20241009\Image\ԭͼ\16_-231051_.JPEG,20241009,20241009,29,8,4,41,darkolivegreen,30,22696.068,29,7000,20000,2986.068,1.516153846,12600,4490.068,3.251071429,9600,6755.068,6.131153846,1009_6\GP_PL_20241009_116_116.csv,,,,,,,,,,,,,
5165,20241009,13,Cs0.05MA0.15FA0.8Pb1I2.4Br0.6,1.85,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,12.809,66.998,1.0823,17.665,16.3,72.2971,784.8191,75.3369,27.6202,62.5909,76.6139,77.6866,689.5647,758.0893,906.8032,expID20241009\Image\ԭͼ\17_-185401_.JPEG,20241009,20241009,19,21,3,43,darkslategray,30,44833.336,22,0,17800,4278.335,2.278370843,11000,8897.335,3.266909182,9200,12720.335,3.490543587,1009_4\GP_PL_20241009_77_77.csv,,,,,,,,,,,,,
5173,20241009,13,Cs0.05MA0.15FA0.8Pb1I2.4Br0.6,1.85,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,13.706,70.571,1.0996,17.663,28.2,87.4212,462.2453,89.3889,21.7726,83.1557,91.4315,87.6765,371.8202,465.0572,549.8585,expID20241009\Image\ԭͼ\17_-231106_.JPEG,20241009,20241009,30,1,0,31,dimgray,30,9000.051,26.4,4400,20000,2865.05,0.393269295,20000,2865.05,0.393269295,11200,2630.05,0.936764853,1009_6\GP_PL_20241009_117_117.csv,,,,,,,,,,,,,
5210,20241009,13,Cs0.05MA0.23FA0.72Pb1I2.4Br0.6,1.62,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,15,,,,,,,,,,,,,,,3.7584,75.916,0.3615,13.695,53.4,90.8242,559.4729,93.233,22.6143,83.0127,94.0916,95.3683,633.5396,519.6295,525.2497,expID20241009\Image\ԭͼ\19_-210413_.JPEG,20241009,20241009,41,38,8,87,dimgray,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,20241009,13,Cs0.05MA0.23FA0.72Pb1I2.4Br0.6,1.62,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,15,,,,,,,,,,,,,,,3.7057,62.223,0.57182,10.415,99.2,79.1977,393.4818,80.2841,19.5106,77.3346,81.6551,78.6034,408.544,374.9401,396.9615,expID20241009\Image\ԭͼ\19_-185430_.JPEG,20241009,20241009,37,4,12,53,darkslategray,30,57358.035,22,0,14000,5672.035,3.691857143,10600,11009.035,4.37254717,9400,16416.035,4.355531915,1009_4\GP_PL_20241009_79_79.csv,,,,,,,,,,,,,
