index,date,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,From,Channel,Product,rank,group,area_px2,mean_RGB,VAR_RGB,gray_mean,gray_contrast,mean_B,mean_G,mean_R,var_B,var_G,var_R,filename_x,folder_date,date.1,defect_bright,defect_dark,defect_crack,defect_total,closest_color_name,Nucleation Onset Time After Spin Coating,Maximum PL Intensity,Time to Peak PL Intensity After Nucleation,max_column_x,10%decay_column,10%decay_value,10%slope,20%decay_column,20%decay_value,20%slope,30%decay_column,30%decay_value,30%slope,file_location,xrd_intensity_12.6,xrd_fhwm_12.6,xrd_intensity_4,xrd_fhwm_4,xrd_intensity_4_filename,xrd_Stress,xrd_Stress_filename_x,xrd_intensity_5.3,xrd_fhwm_5.3,xrd_intensity_5.3_filename,Unnamed: 90,Unnamed: 91,xrd_Stress_filename_y,Unnamed: 93,New,filename_y,max_value,max_column_y,90_decay_column,90_decay_time,90_decay_value,filename_y.1,max_value.1,max_column_y.1,10column,10value,30column,30value,V,src_No,src_filename_y,src_max_value,src_max_column_y,src_90_decay_column,peak_time,src_90_decay_value,src_filename_y.1,src_max_value.1,src_max_column_y.1,src_10column,src_10value,src_30column,src_30value,decay_slope,newid_spread
5385,20241009,Cs0.45MA0.16FA0.39Pb1I2.4Br0.6,1.3,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,7.37,51.39,1.09,13.17,v0,CH1,1347,13,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5148,1009_6\GP_PL_20241009_116_116.csv,22696.068,7000,7200,7.2,18103.068,1009_6\GP_PL_20241009_116_116.csv,22696.068,7000,20000,2986.068,9600,6755.068,6.131153846,5385
6930,20241024,Cs0.05MA0.15FA0.8Pb1I2.9Br0.1,1.75,,,,,,,,,,,,,1000,10,5000,25,15,120,110,45,,,,,,,,,,,,,,,14.41,75.96,0.95,19.86,v0,CH2,1733,16,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8392,1120_2\GP_PL_20241120_13_63.csv,24751.719,5800,7200,7.2,22146.719,1120_2\GP_PL_20241120_13_63.csv,24751.719,5800,18400,2353.719,9400,7149.719,4.889444444,6930
8722,20241120,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,,,,,,,MeO-2PACz,0.33,,,,,1000,10,5000,40,10,160,110,15,,,,,,,,,,,,,,,11.57,59.83,1,19.35,v1,CH2,2181,18,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9630,1122_2\GP_PL_20241122_12_60.csv,23485.697,5600,6800,6.8,20692.697,1122_2\GP_PL_20241122_12_60.csv,23485.697,5600,18600,2330.697,10400,6818.697,3.472291667,15147
8952,20241120,Cs0.2MA0.4FA0.4Pb1I2.8Br0.2,1.46,,,,,,,MeO-2PACz,0.33,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,11.37,65.55,1.01,17.22,v1,CH4,2238,18,387,100,10.8509,53.2726,11.9341,5.6257,2.6443,9.4465,20.4621,48.6952,41.302,69.8206,exp_20241120_2\all\Image\20241111_6_69.JPEG,20241120,20241120,1,0,0,1,black,40,9489.475,22,0,11200,751.474,0.780178661,9600,1796.474,0.801354271,4200,2836.474,1.584047857,1120_2\GP_PL_20241120_14_69.csv,,,,,,,,,,,,,,,62,1120_2\GP_PL_20241120_14_69.csv,9489.475,0,400,0.4,8281.475,1120_2\GP_PL_20241120_14_69.csv,9489.475,0,11200,751.474,7800,2776.474,0.860641154,9356,1121_2\GP_PL_20241121_13_61.csv,20834.719,5200,6800,6.8,18208.719,1121_2\GP_PL_20241121_13_61.csv,20834.719,5200,20000,3090.719,9600,5979.719,3.376136364,14707
9850,20241122,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,,,,,,,2PACz,0.33,,,,,1000,10,5000,40,12,240,110,30,,,,,,,,,,,,,,,9.74,49.05,1.04,19.04,v1,CH2,2463,20,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7474,1024_4\GP_PL_20241024_2_62.csv,44375.664,5000,6800,6.8,39671.664,1024_4\GP_PL_20241024_2_62.csv,44375.664,5000,19400,4406.662,13200,13285.662,3.791463659,10432
9996,20241122,Cs0.05MA0.1FA0.85Pb1I2.85Br0.15,1.65,,,,,,,2PACz,0.33,,,,,1000,10,5000,30,10,160,100,20,,,,,,,,,,,,,,,9.76,53.96,0.96,18.82,v1,CH4,2499,20,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7966,1119_2\GP_PL_20241119_14_68.csv,8609.476,6000,6800,6.8,7396.476,1119_2\GP_PL_20241119_14_68.csv,8609.476,6000,11000,771.475,8200,2477.475,2.787273182,11073
10575,20241125,Cs0.15MA0.15FA0.7Pb1I2.85Br0.15,1.3,,,,,,,4PACz,0.33,,,,,1000,10,5000,30,12,160,100,45,,,,,,,,,,,,,,,10.86,59.18,0.98,18.76,v1,CH3,2644,21,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8298,1119_2\GP_PL_20241119_14_69.csv,8920.59,6200,6800,6.8,7515.59,1119_2\GP_PL_20241119_14_69.csv,8920.59,6200,10600,796.59,8200,2584.59,3.168,11933
10696,20241125,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,,,,,,,4PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,9.51,51.53,0.89,20.66,v1,CH4,2674,21,407,99.5,8.4636,39.6231,9.2777,5.5707,2.8255,7.63,14.9353,42.845,46.8005,29.2238,exp_exp_20241125_2\all\Image\20241111_4_60.JPEG,20241125,20241125,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6908,1024_1\GP_PL_20241024_16_16.csv,35966.836,5800,6800,6.8,31305.836,1024_1\GP_PL_20241024_16_16.csv,35966.836,5800,20000,7069.835,17000,10615.835,2.263482232,10039
18440,20241212,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PACl,12,,,,,Me-4PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,8.93,61.33,0.84,17.3,v1,CH4,4610,34,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6890,1024_3\GP_PL_20241024_16_56.csv,43364.836,5600,6800,6.8,38423.836,1024_3\GP_PL_20241024_16_56.csv,43364.836,5600,20000,4100.835,15800,12875.835,2.989117745,9824
8548,20241120,Cs0.15MA0.15FA0.7Pb1I2.85Br0.15,1.3,,,,,,,MeO-2PACz,0.33,,,,,1000,10,5000,30,12,160,100,45,,,,,,,,,,,,,,,11.58,59.79,0.96,20.08,v1,CH4,2137,18,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9014,1121_2\GP_PL_20241121_13_65.csv,22392.018,5200,6600,6.6,20053.018,1121_2\GP_PL_20241121_13_65.csv,22392.018,5200,20000,2285.018,9600,6648.019,3.578181591,13451
10364,20241125,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,,,,,,,4PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,11.64,57.47,1.01,19.95,v1,CH4,2591,21,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22448,0306\GP_PL_20250306_47_47.csv,22742.018,4400,6600,6.6,20038.018,0306\GP_PL_20250306_47_47.csv,22742.018,4400,31000,2248.018,9400,6717.018,3.205,15758
14295,20241203,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,10,,,,,MeO-2PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,11.62,71.46,0.78,20.86,v1,CH3,3574,27,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9028,1121_2\GP_PL_20241121_13_63.csv,20301.719,5200,6600,6.6,18044.719,1121_2\GP_PL_20241121_13_63.csv,20301.719,5200,20000,2571.719,8800,5983.719,3.977222222,13871
15140,20241204,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PEAI,0.04,,,,,MeO-2PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,11.69,2306.1,0.03,17.43,v1,CH4,3785,28,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9018,1121_2\GP_PL_20241121_13_64.csv,21546.039,5200,6400,6.4,19091.039,1121_2\GP_PL_20241121_13_64.csv,21546.039,5200,17600,2142.04,9400,6072.04,3.684285476,13647
12028,20241128,Cs0.10MA0.20FA0.70Pb1I2.75Br0.25,1.38,,,,,,,4PADCB,0.33,,,,,950,10,5000,30,8,160,105,20,,,,,,,,,,,,,,,13.42,66.43,1.01,20.1,v1,CH4,3007,24,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,1121_1\GP_PL_20241121_4_16.csv,20979.873,5200,6200,6.2,18589.873,1121_1\GP_PL_20241121_4_16.csv,20979.873,5200,18200,1986.873,9400,6217.873,3.514761905,13232
12507,20241129,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,,,,,,,DMACPA,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,12.17,61.33,1,19.88,v1,CH3,3127,25,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7712,1119_1\GP_PL_20241119_4_16.csv,21762.146,5000,6200,6.2,18638.146,1119_1\GP_PL_20241119_4_16.csv,21762.146,5000,20000,5819.147,9600,6343.147,3.351956304,10879
12784,20241129,Cs0.2MA0.4FA0.4Pb1I2.8Br0.2,1.46,,,,,,,DMACPA,0.33,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,12.05,62.41,1.01,19.13,v1,CH4,3196,25,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,0925_1\GP_PL_20240925_438_438.csv,39624.574,4400,6200,6.2,35045.574,0925_1\GP_PL_20240925_438_438.csv,39624.574,4400,20000,5819.574,12000,11700.574,3.674210526,9164
13044,20241129,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,,,,,,,DMACPA,0.33,,,,,1000,10,5000,40,12,240,110,30,,,,,,,,,,,,,,,12.26,62.44,1.02,19.16,v1,CH4,3261,25,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8288,1119_2\GP_PL_20241119_14_70.csv,10823.343,5800,6200,6.2,9401.343,1119_2\GP_PL_20241119_14_70.csv,10823.343,5800,9800,1047.343,7800,2886.343,3.9685,11713
16437,20241205,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,PEABr,0.2,,,,,Me-4PACz,0.33,,,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,11.92,60.68,1.01,19.46,v1,CH1,4110,29,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,0924_1\GP_PL_20240924_370_370.csv,27998.764,4600,6200,6.2,24348.764,0924_1\GP_PL_20240924_370_370.csv,27998.764,4600,13800,2752.764,10800,7907.764,3.240483871,8972
8335,20241120,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,,,,,,,MeO-2PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,13.85,71.41,1,19.47,v1,CH3,2084,18,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6980,1024_3\GP_PL_20241024_19_59.csv,39877.578,4200,6000,6,34957.578,1024_3\GP_PL_20241024_19_59.csv,39877.578,4200,17000,2957.578,12000,11959.578,3.579230769,10252
9339,20241121,Cs0.05MA0.1FA0.85Pb1I2.85Br0.15,1.65,,,,,,,MeO-4PACz,0.33,,,,,1000,10,5000,30,10,160,100,20,,,,,,,,,,,,,,,14.33,69.75,1.01,20.25,v1,CH3,2335,19,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40076,0408\GP_PL_20250408_2_14.csv,25995.227,4800,6000,6,22822.227,0408\GP_PL_20250408_2_14.csv,25995.227,4800,26600,2531.226,11600,7717.226,2.687941324,18991
9494,20241121,Cs0.15MA0.15FA0.7Pb1I2.85Br0.15,1.3,,,,,,,MeO-4PACz,0.33,,,,,1000,10,5000,30,12,160,100,45,,,,,,,,,,,,,,,14.28,74.51,1.01,18.96,v1,CH2,2374,19,393,100,18.7858,48.3332,20.4343,5.0524,2.6059,14.1059,39.6455,50.2592,36.0819,58.6585,exp_20241121_1\all\Image\20241111_1_5.JPEG,20241121,20241121,1,0,0,1,black,28,18736.027,24,0,11400,1809.028,1.484824474,9000,3746.028,1.665555444,3200,5503.028,4.135312188,1121_1\GP_PL_20241121_1_5.csv,,,,,,,,,,,,,,,52,1121_1\GP_PL_20241121_1_5.csv,18736.027,0,400,0.4,15355.028,1121_1\GP_PL_20241121_1_5.csv,18736.027,0,11400,1809.028,7400,5572.028,1.778918784,40060,0408\GP_PL_20250408_1_10.csv,25068.227,4400,6000,6,21918.227,0408\GP_PL_20250408_1_10.csv,25068.227,4400,29200,2505.226,11600,7261.226,2.473194583,18552
12304,20241128,Cs0.05MA0.2FA0.75Pb1I2.8Br0.2,1.4,,,,,,,4PADCB,0.33,,,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,13.96,70.72,1.06,18.68,v1,CH4,3076,24,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9286,1121_1\GP_PL_20241121_4_19.csv,16706.697,4200,6000,6,14908.697,1121_1\GP_PL_20241121_4_19.csv,16706.697,4200,17800,1575.697,9400,4754.697,2.298461538,14085
15330,20241204,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PEAI,0.5,,,,,Me-2PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,13.69,65.24,1.02,20.53,v1,CH2,3833,28,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4332,0929_3\GP_PL_20240929_50_50.csv,57324.035,0,6000,6,51351.035,0929_3\GP_PL_20240929_50_50.csv,57324.035,0,19600,5690.035,11400,16940.035,3.54245614,9377
15793,20241205,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PEABr,0.2,,,,,Me-4PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,14.23,71.1,1.06,18.94,v1,CH1,3949,29,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30865,0225\GP_PL_20250225_81_101.csv,23013.674,4000,6000,6,20302.674,0225\GP_PL_20250225_81_101.csv,23013.674,4000,39800,3742.674,12000,6867.674,2.01825,17686
17593,20241210,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PMACl,1.8,,,,,Me-4PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,14.03,56.31,1.1,22.72,v1,CH1,4399,32,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28329,0217\GP_PL_20250217_54_54.csv,30753.873,5000,6000,6,27175.873,0217\GP_PL_20250217_54_54.csv,30753.873,5000,39800,5154.873,15000,8859.873,2.1894,16415
13640,20241202,Cs0.10MA0.20FA0.70Pb1I2.75Br0.25,1.38,,,,,,,Me-2PACz,0.33,,,,,950,10,5000,30,8,160,105,20,,,,,,,,,,,,,,,14.84,71.76,1.02,20.32,v1,CH4,3410,26,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40095,0408\GP_PL_20250408_2_19.csv,22834.367,4400,5800,5.8,20446.367,0408\GP_PL_20250408_2_19.csv,22834.367,4400,25000,2265.367,11200,6815.367,2.355735294,19392
14105,20241203,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,5,,,,,MeO-4PADBC,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,14.48,69.17,0.99,21.09,v1,CH1,3527,27,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722,0919_3\GP_PL_20240919_285_285.csv,31370,3200,5800,5.8,27809,0919_3\GP_PL_20240919_285_285.csv,31370,3200,18600,3087,10200,9348,3.146,8731
16114,20241205,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PEABr,0.2,,,,,MeO-2PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,14.44,70.52,1,20.4,v1,CH2,4029,29,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,0913_1\GP_PL_20240913_128_128.csv,20047,5400,5800,5.8,17346,0913_1\GP_PL_20240913_128_128.csv,20047,5400,20000,3990,10800,5976,2.605740741,8308
8122,20241119,Cs0.05MA0.2FA0.75Pb1I2.8Br0.2,1.4,,,,,,,Me-4PACz,0.33,,,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,15.34,70.86,1.04,20.84,v1,CH2,2031,17,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9634,1122_2\GP_PL_20241122_12_59.csv,21258.697,4400,5600,5.6,18249.697,1122_2\GP_PL_20241122_12_59.csv,21258.697,4400,15800,2038.697,8600,6246.697,3.574285714,15345
11112,20241126,Cs0.15MA0.15FA0.7Pb1I2.85Br0.15,1.3,,,,,,,py3,0.33,,,,,1000,10,5000,30,12,160,100,45,,,,,,,,,,,,,,,14.98,74.26,1.07,18.8,v1,CH4,2778,22,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8092,1119_2\GP_PL_20241119_16_77.csv,21757.475,5000,5600,5.6,18285.475,1119_2\GP_PL_20241119_16_77.csv,21757.475,5000,20000,4659.475,9400,6525.475,3.461818182,11504
11430,20241127,Cs0.05MA0.1FA0.85Pb1I2.85Br0.15,1.65,,,,,,,MeO-4PADBC,0.33,,,,,1200,10,5000,30,10,160,100,20,,,,,,,,,,,,,,,15.11,74.73,1.02,19.79,v1,CH2,2858,23,421,100,6.8447,37.4288,7.7838,5.5682,2.7725,7.6054,10.1561,43.7397,42.6779,25.8688,exp_exp_20241127_1\all\Image\20241111_4_20.JPEG,20241127,20241127,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9294,1121_2\GP_PL_20241121_12_58.csv,22090.771,4200,5600,5.6,19451.771,1121_2\GP_PL_20241121_12_58.csv,22090.771,4200,14400,1945.772,8600,6286.772,3.591817955,14283
11806,20241127,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,,,,,,,MeO-4PADBC,0.33,,,,,1000,10,5000,40,12,240,110,30,,,,,,,,,,,,,,,15.02,74.94,1.03,19.48,v1,CH2,2952,23,426,100,8.4393,42.4637,9.2425,5.8276,2.8576,7.579,14.8812,47.1716,49.2942,30.9253,exp_exp_20241127_1\all\Image\20241111_5_22.JPEG,20241127,20241127,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8358,1120_2\GP_PL_20241120_12_56.csv,27655.873,4000,5600,5.6,24118.873,1120_2\GP_PL_20241120_12_56.csv,27655.873,4000,16800,2627.873,9600,8279.873,3.46,12144
15620,20241204,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,PEAI,0.04,,,,,Me-4PACz,0.33,,,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,15.54,71.8,1.09,19.91,v1,CH4,3905,28,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40066,0408\GP_PL_20250408_2_12.csv,23345.754,4400,5600,5.6,20628.754,0408\GP_PL_20250408_2_12.csv,23345.754,4400,32200,2321.753,12600,6896.753,2.005975732,18768
15961,20241205,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PEABr,0.2,,,,,MeO-4PADBC,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,15.07,72.59,1.05,19.74,v1,CH1,3991,29,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8676,1120_2\GP_PL_20241120_12_58.csv,26162.771,4600,5600,5.6,23203.771,1120_2\GP_PL_20241120_12_58.csv,26162.771,4600,17000,2522.772,9400,7723.772,3.841458125,12577
16359,20241205,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PEABr,2,,,,,Me-2PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,15.41,71.95,1.02,20.93,v1,CH3,4090,29,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9638,1122_2\GP_PL_20241122_12_58.csv,20459.697,4600,5600,5.6,18192.697,1122_2\GP_PL_20241122_12_58.csv,20459.697,4600,16600,1981.697,8600,5930.697,3.63225,15575
16879,20241206,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PACl,14.4,,,,,Me-2PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,14.93,1414.6,0.05,22.19,v1,CH3,4220,30,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7702,1119_1\GP_PL_20241119_4_17.csv,21992.605,4400,5600,5.6,19428.605,1119_1\GP_PL_20241119_4_17.csv,21992.605,4400,20000,4527.605,8600,6476.605,3.694285714,10667
18597,20241212,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,BSP,1.7,,,,,Me-4PACz,0.33,,,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,15.45,63.86,1.03,23.43,v1,CH1,4650,34,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.234427,0.201105868,,,,,,,,,,,20250619-SingleAdditivesMACl_15,,,,,,,,,,,,,,,,,29158,0219\GP_PL_20250219_18_18.csv,21624.436,2600,5600,5.6,18841.436,0219\GP_PL_20250219_18_18.csv,21624.436,2600,39800,3387.435,10000,6166.436,2.088918919,16642
19197,20241216,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,BSP,1.8,MACl,6,,,Me-2PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,15.19,61.86,1.07,23.05,v1,CH1,4800,36,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9306,1121_2\GP_PL_20241121_12_57.csv,21361.139,4600,5600,5.6,18734.139,1121_2\GP_PL_20241121_12_57.csv,21361.139,4600,14800,2087.139,8400,6359.139,3.947894737,14496
7904,20241119,Cs0.15MA0.15FA0.7Pb1I2.85Br0.15,1.3,,,,,,,Me-4PACz,0.33,,,,,1000,10,5000,30,12,160,100,45,,,,,,,,,,,,,,,15.85,77.35,1.03,19.88,v1,CH4,1976,17,377,99.9,19.2111,49.6452,20.9018,4.881,2.7464,14.5351,40.3518,49.7425,32.2387,66.9545,exp_20241119_1\all\Image\20241111_1_1.JPEG,20241119,20241119,2,0,0,2,black,28,23006.496,24,0,19000,2282.496,1.090736842,15200,4532.496,1.215394737,3600,6843.496,4.489722222,1119_1\GP_PL_20241119_1_1.csv,,,,,,,,,,,,,,,52,1119_1\GP_PL_20241119_1_1.csv,23006.496,0,400,0.4,20165.496,1119_1\GP_PL_20241119_1_1.csv,23006.496,0,19000,2282.496,13000,6647.496,1.258384615,8990,1121_1\GP_PL_20241121_4_18.csv,19667.066,4400,5400,5.4,17403.066,1121_1\GP_PL_20241121_4_18.csv,19667.066,4400,16800,1870.066,8600,5716.065,3.321666905,13000
9103,20241121,Cs0.05MA0.2FA0.75Pb1I2.8Br0.2,1.4,,,,,,,MeO-4PACz,0.33,,,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,15.99,81.72,1,19.63,v1,CH3,2276,19,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28232,0217\GP_PL_20250217_31_31.csv,30329.754,4400,5400,5.4,26536.754,0217\GP_PL_20250217_31_31.csv,30329.754,4400,39800,4298.753,14400,8854.753,2.1475001,15977
13542,20241202,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,,,,,,,Me-2PACz,0.33,,,,,1000,10,5000,40,10,160,110,15,,,,,,,,,,,,,,,16.03,76.54,1.03,20.24,v1,CH2,3386,26,456,100,13.1938,43.931,14.1213,5.0911,2.3676,9.6349,27.579,47.6446,41.7339,42.4144,exp_20241202_1\all\Image\20241111_3_14.JPEG,20241202,20241202,2,0,0,2,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30909,0225\GP_PL_20250225_92_112.csv,31655.436,4600,5400,5.4,27507.436,0225\GP_PL_20250225_92_112.csv,31655.436,4600,39800,4529.436,14200,9430.436,2.315104167,17904
16610,20241206,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PACl,10.8,,,,,Me-4PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,16.23,73.12,1.07,20.65,v1,CH2,4153,30,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40091,0408\GP_PL_20250408_2_18.csv,22090.697,4000,5400,5.4,19696.697,0408\GP_PL_20250408_2_18.csv,22090.697,4000,23600,2208.698,10800,6605.698,2.277205735,19176
