index,date,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,From,Channel,Product,rank,group,area_px2,mean_RGB,VAR_RGB,gray_mean,gray_contrast,mean_B,mean_G,mean_R,var_B,var_G,var_R,filename_x,folder_date,date.1,defect_bright,defect_dark,defect_crack,defect_total,closest_color_name,Nucleation Onset Time After Spin Coating,Maximum PL Intensity,Time to Peak PL Intensity After Nucleation,max_column_x,10%decay_column,10%decay_value,10%slope,20%decay_column,20%decay_value,20%slope,30%decay_column,30%decay_value,30%slope,file_location,xrd_intensity_12.6,xrd_fhwm_12.6,xrd_intensity_4,xrd_fhwm_4,xrd_intensity_4_filename,xrd_Stress,xrd_Stress_filename_x,xrd_intensity_5.3,xrd_fhwm_5.3,xrd_intensity_5.3_filename,Unnamed: 90,Unnamed: 91,xrd_Stress_filename_y,Unnamed: 93,New,filename_y,max_value,max_column_y,90_decay_column,90_decay_time,90_decay_value,filename_y.1,max_value.1,max_column_y.1,10column,10value,30column,30value,V,src_No,src_filename_y,src_max_value,src_max_column_y,src_90_decay_column,peak_time,src_90_decay_value,src_filename_y.1,src_max_value.1,src_max_column_y.1,src_10column,src_10value,src_30column,src_30value,decay_slope,newid_spread
17205,20241209,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,BSP,4.8,,,,,MeO-4PADBC,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,15.84,64.94,1.02,23.91,v1,CH1,4302,31,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,0913_1\GP_PL_20240913_138_138.csv,26440,4600,5400,5.4,23377,0913_1\GP_PL_20240913_138_138.csv,26440,4600,20000,4779,10000,7888,3.435555556,8121
18849,20241213,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PEAI,1,MACl,6.5,,,Me-2PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,15.72,60.21,1.08,24.13,v1,CH1,4713,35,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,0912_3\GP_PL_20240912_109_109.csv,49851,4600,5400,5.4,43183,0912_3\GP_PL_20240912_109_109.csv,49851,4600,20000,16989,20000,16989,2.133896104,7891
19400,20241216,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,BSP,2,PEABr,1,,,Me-4PACz,0.33,,,,,1000,10,5000,40,10,160,110,15,,,,,,,,,,,,,,,16.19,67.7,1.08,22.09,v1,CH4,4850,36,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31145,0227\20250227_110.csv,19764.746,3800,5400,5.4,17458.746,0227\20250227_110.csv,19764.746,3800,39800,3143.747,10000,5827.747,2.247903065,18325
7702,20241119,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,,,,,,,Me-4PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,17.04,78.61,1.03,21.12,v1,CH2,1926,17,372,99.9,8.5281,43.428,9.287,5.8679,2.9107,7.5222,15.1512,46.2748,50.5015,33.5077,exp_20241119_1\all\Image\20241111_4_17.JPEG,20241119,20241119,2,0,0,2,black,34,21992.605,22.4,4400,20000,4527.605,1.119551282,20000,4527.605,1.119551282,8600,6476.605,3.694285714,1119_1\GP_PL_20241119_4_17.csv,,,,,,,,,,,,,,,56.4,1119_1\GP_PL_20241119_4_17.csv,21992.605,4400,5600,5.6,19428.605,1119_1\GP_PL_20241119_4_17.csv,21992.605,4400,20000,4527.605,8600,6476.605,3.694285714,5222,1009_6\GP_PL_20241009_119_119.csv,57332.828,0,5200,5.2,51570.828,1009_6\GP_PL_20241009_119_119.csv,57332.828,0,12400,5536.83,11200,13326.83,3.929106964,9597
10920,20241126,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,,,,,,,py3,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,16.52,83.75,1.01,19.54,v1,CH4,2730,22,412,100,13.4283,68.52,14.8572,6.2961,2.5981,11.513,26.174,49.8875,43.3539,112.3185,exp_exp_20241126_2\all\Image\20241111_6_67.JPEG,20241126,20241126,3,0,0,3,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,0912_3\GP_PL_20240912_111_111.csv,55331,4400,5200,5.2,48917,0912_3\GP_PL_20240912_111_111.csv,55331,4400,20000,10303,16400,16453,3.239833333,7681
11602,20241127,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,,,,,,,MeO-4PADBC,0.33,,,,,1000,10,5000,40,12,240,110,30,,,,,,,,,,,,,,,16.68,2121.1,0.02,38.55,v1,CH2,2901,23,426,100,8.3251,43.1124,9.15,5.9073,2.8545,7.6493,14.4716,47.9719,50.0212,31.3441,exp_exp_20241127_1\all\Image\20241111_5_21.JPEG,20241127,20241127,1,0,0,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676,0919_1\GP_PL_20240919_260_260.csv,21686,4800,5200,5.2,18366,0919_1\GP_PL_20240919_260_260.csv,21686,4800,20000,3682,9600,6290,3.2075,8551
13314,20241202,Cs0.10MA0.20FA0.70Pb1I2.75Br0.25,1.38,,,,,,,Me-2PACz,0.33,,,,,950,10,5000,30,8,160,105,20,,,,,,,,,,,,,,,17.07,76.64,1.07,20.82,v1,CH2,3329,26,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8030,1119_1\GP_PL_20241119_4_19.csv,20929.039,4400,5200,5.2,18732.039,1119_1\GP_PL_20241119_4_19.csv,20929.039,4400,20000,4364.039,8400,6256.039,3.66825,11289
13805,20241203,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,10,,,,,Me-4PACz,0.33,,,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,17.73,87.15,0.97,21.06,v1,CH1,3452,27,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29298,0219\GP_PL_20250219_53_53.csv,24900.357,3200,5200,5.2,22008.357,0219\GP_PL_20250219_53_53.csv,24900.357,3200,39800,3883.358,10400,7400.358,2.430555417,17052
14673,20241203,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,0.3,,,,,Me-4PACz,0.33,,,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,17.62,83.64,1.01,20.85,v1,CH1,3669,27,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29174,0219\GP_PL_20250219_22_22.csv,22665.697,2600,5200,5.2,19879.697,0219\GP_PL_20250219_22_22.csv,22665.697,2600,39800,3417.698,9600,6647.698,2.288285571,16861
14852,20241204,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PEAI,0.5,,,,,Me-4PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,17.36,74.35,1.09,21.47,v1,CH4,3713,28,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.4460379,0.207698133,,,,,,,,,,,Gonio_4-60_10min_RT-3_20250623-SingleAdditivesMACl_9,,,,,,,,,,,,,,,,,28281,0217\GP_PL_20250217_42_42.csv,25582.58,3600,5200,5.2,22357.58,0217\GP_PL_20250217_42_42.csv,25582.58,3600,39800,3746.58,9400,7653.58,3.091206897,16203
17062,20241209,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,BSP,4.8,,,,,Me-4PACz,0.33,,,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,18.36,73.91,1.05,23.57,v1,CH2,4266,31,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29528,0219\GP_PL_20250219_109_111.csv,29045.133,3000,5200,5.2,25887.133,0219\GP_PL_20250219_109_111.csv,29045.133,3000,39800,4900.133,9000,7983.133,3.510333333,17467
17447,20241209,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,BSP,2.4,,,,,Me-4PACz,0.33,,,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,17.97,73.18,1.05,23.41,v1,CH3,4362,31,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29368,0219\GP_PL_20250219_68_70.csv,29803.436,4400,5200,5.2,26143.436,0219\GP_PL_20250219_68_70.csv,29803.436,4400,39800,5300.436,14000,8811.436,2.186666667,17287
17809,20241210,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PMACl,0.72,,,,,Me-2PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,17.25,71.13,1.02,23.68,v1,CH1,4453,32,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8966,1121_2\GP_PL_20241121_12_59.csv,21813.437,3800,5200,5.2,19583.437,1121_2\GP_PL_20241121_12_59.csv,21813.437,3800,15000,2149.438,8400,6516.438,3.325434565,12800
17999,20241210,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,PMACl,0.36,,,,,Me-4PACz,0.33,,,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,17.18,72.37,1.09,21.75,v1,CH3,4500,32,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8666,1120_2\GP_PL_20241120_12_57.csv,25426.436,2600,5200,5.2,22525.436,1120_2\GP_PL_20241120_12_57.csv,25426.436,2600,15400,2521.435,9200,7501.436,2.715909091,12359
18209,20241211,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,6,,,,,Me-2PACz,0.33,,,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,17.35,74.04,1.02,22.87,v1,CH1,4553,33,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9626,1122_2\GP_PL_20241122_12_57.csv,19321.139,4000,5200,5.2,16828.139,1122_2\GP_PL_20241122_12_57.csv,19321.139,4000,15600,1920.139,8400,5620.139,3.113863636,14929
19018,20241213,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,5,PEABr,0.8,,,Me-4PACz,0.33,,,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,18.92,75.24,1.08,23.27,v1,CH2,4755,35,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31141,0227\20250227_111.csv,20358.154,3200,5200,5.2,17943.154,0227\20250227_111.csv,20358.154,3200,39800,3284.154,10000,5726.154,2.151764706,18106
20408,20241219,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PEAI,0.8,,,py3,0.165,DMACPA,0.165,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,13.23,62.65,0.99,21.22,v1,CH4,5102,39,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31004,0225\GP_PL_20250225_115_135.csv,17373.787,3200,4800,4.8,15356.787,0225\GP_PL_20250225_115_135.csv,17373.787,3200,39800,2077.787,9800,5188.787,1.846212121,28615
27324,20250109,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PMACl,0.7,,,py3,0.0825,DMACPA,0.2475,,,1000,15,5000,30,10,160,110,25,,,,,,,,,,,,,,,14.45,67.11,0.89,24.17,v1,CH4,6831,56,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8342,1120_1\GP_PL_20241120_4_19.csv,23524.754,3800,4800,4.8,20453.754,1120_1\GP_PL_20241120_4_19.csv,23524.754,3800,16600,2256.753,13200,6706.753,1.789149043,19401
20265,20241219,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PEAI,0.8,,,Me-2PACz,0.165,MeO-4PADBC,0.165,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,0.21,24.83,0.04,20.38,v1,CH1,5067,39,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28176,0217\GP_PL_20250217_12_12.csv,19093.475,2400,4800,4.8,17031.475,0217\GP_PL_20250217_12_12.csv,19093.475,2400,39800,2460.475,10000,5641.475,1.77,24324
25348,20250104,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PEAI,0.8,,,Me-4PACz,0.198,py3,0.132,,,1300,10,4700,35,5,170,100,30,,,,,,,,,,,,,,,15.17,59.27,1.07,23.9,v1,CH4,6337,51,1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8988,1121_1\GP_PL_20241121_4_17.csv,18297.039,3800,4800,4.8,16314.039,1121_1\GP_PL_20241121_4_17.csv,18297.039,3800,15200,1781.039,11400,5335.039,1.705526316,20326
26336,20250107,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PEAI,0.8,,,Me-4PACz,0.165,DMACPA,0.165,,,1300,10,5400,25,10,250,115,15,,,,,,,,,,,,,,,15.38,71.17,1,21.55,v1,CH4,6584,54,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9694,1122_2\GP_PL_20241122_16_79.csv,17266.357,4200,4600,4.6,15119.358,1122_2\GP_PL_20241122_16_79.csv,17266.357,4200,20000,1982.358,10600,5167.358,1.890468594,22162
34926,20250213,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,3.5,PACl,12,,,MeO-4PADBC,0.11,py3,0.22,,,1000,10,4700,35,8,200,115,30,VBETS,0.75,,,,,,,5000,30,10,100,100,5,15.26,58.5,1.03,25.45,v2,CH2,8732,76,3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28628,0217\GP_PL_20250217_20_20.csv,21539.039,2400,4600,4.6,19132.039,0217\GP_PL_20250217_20_20.csv,21539.039,2400,39800,3626.039,10600,6248.039,1.864756098,26750
21385,20241221,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,3.5,PACl,12,,,MeO-2PACz,0.2475,py3,0.0825,,,1200,10,5000,30,8,200,110,30,,,,,,,,,,,,,,,15.74,66.56,1.05,22.61,v1,CH1,5347,41,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31150,0227\20250227_109.csv,17780.154,2400,4400,4.4,15580.154,0227\20250227_109.csv,17780.154,2400,39800,2116.154,9000,5296.154,1.891515152,30454
28980,20250218,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,4,PEABr,0.6,,,Me-2PACz,0.198,DMACPA,0.132,,,1000,10,4700,30,8,200,120,30,,,,,,,,,,,,,,,15.69,63.01,1.05,23.8,v1,CH4,7245,59,2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31005,0225\GP_PL_20250225_116_136.csv,22499.437,3200,4400,4.4,19884.437,0225\GP_PL_20250225_116_136.csv,22499.437,3200,39800,3171.438,11600,6664.438,1.885118929,28909
19729,20241217,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,MeO-2PACz,0.2475,py3,0.0825,,,1000,10,5000,40,10,160,110,15,,,,,,,,,,,,,,,15.6,65.91,1.09,21.78,v1,CH1,4933,37,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31011,0225\GP_PL_20250225_117_137.csv,20658.754,3000,4400,4.4,18554.754,0225\GP_PL_20250225_117_137.csv,20658.754,3000,39800,3302.753,10800,6143.753,1.860897564,29198
20724,20241219,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PEAI,0.8,,,MeO-4PADBC,0.2475,DMACPA,0.0825,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,16.35,66.8,1.08,22.6,v1,CH4,5181,39,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42094,0424\GP_PL_20250424_4_39.csv,26929.771,3400,4200,4.2,23727.771,0424\GP_PL_20250424_4_39.csv,26929.771,3400,35400,2605.772,13200,8004.772,1.931122347,36866
24024,20241230,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PEAI,0.8,,,Me-2PACz,0.198,2PACz,0.132,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,15.84,60.41,1.06,24.67,v1,CH4,6006,47,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29154,0219\GP_PL_20250219_17_17.csv,23285.066,3600,4200,4.2,20217.066,0219\GP_PL_20250219_17_17.csv,23285.066,3600,39800,3679.066,12600,6796.065,1.832111222,27675
33927,20250118,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,3.5,PACl,12,,,Me-4PACz,0.11,DMACPA,0.22,,,1000,10,4700,30,8,200,115,30,PEAI,0.5,,,,,,,4900,20,10,100,110,10,16.38,67.84,1.07,22.48,v2,CH3,8482,72,3506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28638,0217\GP_PL_20250217_17_17.csv,22707.873,3200,4200,4.2,20431.873,0217\GP_PL_20250217_17_17.csv,22707.873,3200,39800,3458.873,12200,6555.873,1.794666667,27051
26020,20250106,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PMACl,0.7,,,py3,0.165,DMACPA,0.165,,,1800,10,5200,30,5,260,110,20,,,,,,,,,,,,,,,16.05,65.41,1.09,22.61,v1,CH4,6505,53,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35752,0311\GP_PL_20250311_9_9.csv,34015.273,2000,4200,4.2,30127.275,0311\GP_PL_20250311_9_9.csv,34015.273,2000,39800,5999.275,15800,10188.275,1.726594058,33518
30297,20250224,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.22,DMACPA,0.11,,,990,10,4900,30,7,160,110,25,,,,,,,,,,,,,,,16.4,87.76,0.78,24.01,v1,CH1,7575,62,2615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31565,0311\GP_PL_20250311_9_9.csv,34015.273,2000,4200,4.2,30127.275,0311\GP_PL_20250311_9_9.csv,34015.273,2000,39800,5999.275,15800,10188.275,1.726594058,31653
29964,20250220,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,3.5,PMACl,3,,,py3,0.165,2PACz,0.165,,,1192,10,5003,30,8,200,110,30,,,,,,,,,,,,,,,16.26,65.32,1.11,22.34,v1,CH4,7491,61,2531,,,,,,,,,,,,,,,,,,,,32,41390.906,20,0,7600,3818.907,4.943684079,6800,7582.907,4.971764559,6400,11439.906,4.67984375,0220\GP_PL_20250220_95_95.csv,,,,,,,,,,,,,,,52,0220\GP_PL_20250220_95_95.csv,41390.906,0,200,0.2,37121.906,0220\GP_PL_20250220_95_95.csv,41390.906,0,36000,4042.907,6400,11439.906,4.67984375,40172,0408\GP_PL_20250408_4_38.csv,18915.475,2800,4200,4.2,16803.475,0408\GP_PL_20250408_4_38.csv,18915.475,2800,23200,1817.475,10600,5638.475,1.702179487,36569
21993,20241223,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PMACl,0.72,BSP,2.3,,,MeO-2PACz,0.165,DMACPA,0.165,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,17.26,68.38,1.08,23.29,v1,CH1,5499,43,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40109,0408\GP_PL_20250408_3_23.csv,24683.436,3400,4000,4,21221.436,0408\GP_PL_20250408_3_23.csv,24683.436,3400,27800,2375.435,13000,7274.436,1.8134375,35645
31286,20250227,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PMACl,0.7,,,py3,0.165,DMACPA,0.165,,,970,16,5014,35,12,161,110,30,,,,,,,,,,,,,,,17.4,69.67,1.06,23.48,v1,CH2,7822,64,2860,,,,,,,,,,,,,,,,,,,,39,39772.383,24,0,13400,3964.383,2.672238806,9000,7827.383,3.549444444,6600,11506.383,4.282727273,0227\20250227_67.csv,,,,,,,,,,,,,,,63,0227\20250227_67.csv,39772.383,0,400,0.4,35569.383,0227\20250227_67.csv,39772.383,0,13400,3964.383,6600,11506.383,4.282727273,9400,1121_1\GP_PL_20241121_8_38.csv,14549.226,3400,4000,4,11738.226,1121_1\GP_PL_20241121_8_38.csv,14549.226,3400,18000,1364.226,9200,4326.226,1.762586207,21567
22372,20241223,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PMACl,0.72,BSP,2.3,,,MeO-4PADBC,0.0825,DMACPA,0.2475,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,17.04,69.01,1.07,23.11,v1,CH4,5593,43,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28322,0217\GP_PL_20250217_56_56.csv,22467.367,2600,4000,4,19985.367,0217\GP_PL_20250217_56_56.csv,22467.367,2600,39800,4160.367,11600,6724.367,1.749222222,25213
22496,20241223,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PMACl,0.72,BSP,2.3,,,py3,0.2475,DMACPA,0.0825,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,17.17,70.93,1.08,22.39,v1,CH4,5624,43,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8410,1120_1\GP_PL_20241120_8_38.csv,17674.697,3600,4000,4,15102.697,1120_1\GP_PL_20241120_8_38.csv,17674.697,3600,16600,1765.698,11000,5156.698,1.691621486,19690
30624,20250225,Cs0.1FA0.9Pb1I2.8Br0.2,1.5,MACl,3.5,PACl,12,,,MeO-4PADBC,0.11,py3,0.22,,,980,10,4950,35,6,175,110,25,,,,,,,,,,,,,,,17.23,70.99,1.07,22.61,v1,CH4,7656,63,2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9710,1122_1\GP_PL_20241122_8_38.csv,14007.475,3400,4000,4,11557.475,1122_1\GP_PL_20241122_8_38.csv,14007.475,3400,20000,1476.475,9400,4184.475,1.637166667,22785
24357,20241231,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,PMACl,0.72,BSP,2.3,,,MeO-4PADBC,0.198,py3,0.132,,,1000,10,5000,30,6,160,110,25,,,,,,,,,,,,,,,16.82,67.3,1.01,24.65,v1,CH1,6090,48,1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31153,0227\20250227_116.csv,15334.436,2200,4000,4,13736.436,0227\20250227_116.csv,15334.436,2200,39800,1629.435,9000,4535.436,1.588088235,30750
27664,20250109,Cs0.05MA0.16FA0.79Pb1I2.9Br0.1,1.73,MACl,7,PMACl,0.7,,,Me-4PACz,0.198,2PACz,0.132,,,1000,10,4000,30,12,260,110,30,,,,,,,,,,,,,,,16.79,62.95,1.11,24,v1,CH4,6916,56,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32033,0310\GP_PL_20250310_16_16.csv,20154.039,3400,4000,4,17609.039,0310\GP_PL_20250310_16_16.csv,20154.039,3400,39800,3774.04,12600,6015.04,1.536847717,33210
36556,20250317,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,py3,0.165,DMACPA,0.165,,,1000,10,4800,35,10,160,110,25,PEAI,1.9,,,,,,,4800,31,12,120,105,5,16.43,62.66,1.09,23.99,v2,CH4,9139,83,4147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9396,1121_1\GP_PL_20241121_8_37.csv,15122.787,3400,4000,4,12770.787,1121_1\GP_PL_20241121_8_37.csv,15122.787,3400,18800,1425.787,10400,4426.787,1.528,21236
33598,20250115,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,1000,10,5000,35,15,200,110,15,PEAI,1.375,,,,,,,5000,30,11,70,100,8,17.59,329.87,0.22,24.39,v2,CH2,8400,70,3427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28305,0217\GP_PL_20250217_52_52.csv,23516.146,3000,4000,4,20830.146,0217\GP_PL_20250217_52_52.csv,23516.146,3000,39800,4928.147,14000,7010.147,1.500545364,24925
19404,20241217,Cs0.05MA0.1FA0.85Pb1I3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.0825,Me-2PACz,0.2475,,,1000,10,5000,40,10,160,110,15,,,,,,,,,,,,,,,18.18,71.59,1.12,22.77,v1,CH4,4851,37,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28643,0217\GP_PL_20250217_4_4.csv,15671.58,3400,3800,3.8,13334.58,0217\GP_PL_20250217_4_4.csv,15671.58,3400,16400,1524.58,9000,4522.58,1.990892857,27361
