No,date,rank,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed SAM,Spin Coating Time SAM,Annealed Temperature SAM,Annealed Time SAM,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,Product,Channel,From,upload_time
33089,20250110,68,Cs0.1FA0.9PbI2.8Br0.2,1.5,MACl,3.5,PACl,12.0,,,Me-4PACz,0.11,DMACPA,0.22,,,,,,,1000,10,4700,30,8,200,115,30,PEAI,2.0,,,,,,,6000.0,20.0,10.0,100.0,120.0,11.0,19.1252,75.332,1.11364,22.7973,8273,CH1,v2,
33101,20250110,68,Cs0.1FA0.9PbI2.8Br0.2,1.5,MACl,3.5,PACl,12.0,,,Me-4PACz,0.11,DMACPA,0.22,,,,,,,1000,10,4700,30,8,200,115,30,PEAI,2.0,,,,,,,5000.0,30.0,13.0,100.0,110.0,4.0,12.1901,64.1058,1.0238,18.5735,8276,CH1,v2,
33112,20250110,68,Cs0.1FA0.9PbI2.8Br0.2,1.5,MACl,3.5,PACl,12.0,,,Me-4PACz,0.11,DMACPA,0.22,,,,,,,1000,10,4700,30,8,200,115,30,PEAI,5.0,,,,,,,4000.0,30.0,12.0,150.0,120.0,13.0,17.637,69.577,1.1206,22.6208,8278,CH4,v2,
33117,20250110,68,Cs0.1FA0.9PbI2.8Br0.2,1.5,MACl,3.5,PACl,12.0,,,Me-4PACz,0.11,DMACPA,0.22,,,,,,,1000,10,4700,30,8,200,115,30,PEAI,5.0,,,,,,,4000.0,30.0,8.0,100.0,100.0,10.0,15.6679,66.2786,1.07608,21.9682,8280,CH1,v2,
33124,20250110,68,Cs0.1FA0.9PbI2.8Br0.2,1.5,MACl,3.5,PACl,12.0,,,Me-4PACz,0.11,DMACPA,0.22,,,,,,,1000,10,4700,30,8,200,115,30,PEAI,5.0,,,,,,,5000.0,30.0,5.0,100.0,100.0,5.0,12.522,69.2175,1.05152,17.2044,8281,CH4,v2,
33127,20250110,68,Cs0.1FA0.9PbI2.8Br0.2,1.5,MACl,3.5,PACl,12.0,,,Me-4PACz,0.11,DMACPA,0.22,,,,,,,1000,10,4700,30,8,200,115,30,PEAI,5.0,,,,,,,4800.0,30.0,12.0,130.0,120.0,8.0,19.3353,75.4151,1.11112,23.0745,8282,CH3,v2,
33129,20250110,68,Cs0.1FA0.9PbI2.8Br0.2,1.5,MACl,3.5,PACl,12.0,,,Me-4PACz,0.11,DMACPA,0.22,,,,,,,1000,10,4700,30,8,200,115,30,PEAI,5.0,,,,,,,5200.0,30.0,10.0,120.0,100.0,3.0,13.1136,66.4915,1.09448,18.0198,8283,CH1,v2,
33135,20250110,68,Cs0.1FA0.9PbI2.8Br0.2,1.5,MACl,3.5,PACl,12.0,,,Me-4PACz,0.11,DMACPA,0.22,,,,,,,1000,10,4700,30,8,200,115,30,PEAI,5.0,,,,,,,3800.0,35.0,7.0,80.0,110.0,8.0,15.2829,70.2189,1.05696,20.5918,8284,CH3,v2,
33137,20250110,68,Cs0.1FA0.9PbI2.8Br0.2,1.5,MACl,3.5,PACl,12.0,,,Me-4PACz,0.11,DMACPA,0.22,,,,,,,1000,10,4700,30,8,200,115,30,PEAI,5.0,,,,,,,5500.0,25.0,5.0,60.0,120.0,4.0,18.0459,72.9778,1.11717,22.1345,8285,CH1,v2,
33141,20250110,68,Cs0.1FA0.9PbI2.8Br0.2,1.5,MACl,3.5,PACl,12.0,,,Me-4PACz,0.11,DMACPA,0.22,,,,,,,1000,10,4700,30,8,200,115,30,PEAI,5.0,,,,,,,5000.0,30.0,11.0,70.0,100.0,8.0,15.5609,69.6518,1.08929,20.5097,8286,CH1,v2,
33145,20250110,68,Cs0.1FA0.9PbI2.8Br0.2,1.5,MACl,3.5,PACl,12.0,,,Me-4PACz,0.11,DMACPA,0.22,,,,,,,1000,10,4700,30,8,200,115,30,PEAI,5.0,,,,,,,5000.0,30.0,14.0,60.0,100.0,8.0,18.0554,72.4758,1.04022,23.949,8287,CH1,v2,
33149,20250110,68,Cs0.1FA0.9PbI2.8Br0.2,1.5,MACl,3.5,PACl,12.0,,,Me-4PACz,0.11,DMACPA,0.22,,,,,,,1000,10,4700,30,8,200,115,30,PEAI,5.0,,,,,,,5000.0,30.0,15.0,130.0,100.0,2.0,13.1844,71.0723,0.975884,19.0092,8288,CH1,v2,
33201,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.625,,,,,,,2000.0,25.0,15.0,130.0,100.0,4.0,20.1628,74.5977,1.1084,24.3853,8301,CH1,v2,
33207,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.375,,,,,,,4000.0,30.0,8.0,100.0,100.0,10.0,21.0815,77.2305,1.09251,24.9854,8302,CH3,v2,
33211,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.0,,,,,,,5000.0,30.0,11.0,80.0,100.0,4.0,21.1203,77.0799,1.10429,24.8127,8303,CH3,v2,
33225,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.25,,,,,,,4500.0,35.0,8.0,110.0,110.0,5.0,21.2314,78.165,1.09544,24.7958,8307,CH1,v2,
33229,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.25,,,,,,,3800.0,32.0,5.0,105.0,100.0,10.0,20.217,78.509,1.10946,23.2107,8308,CH1,v2,
33237,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.25,,,,,,,3500.0,25.0,7.0,90.0,120.0,13.0,21.1008,75.4073,1.09284,25.6051,8310,CH1,v2,
33241,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.375,,,,,,,3800.0,35.0,7.0,80.0,110.0,8.0,19.3166,77.7092,1.09379,22.7259,8311,CH1,v2,
33249,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.625,,,,,,,3000.0,25.0,5.0,130.0,110.0,7.0,20.6043,76.8582,1.11565,24.0293,8313,CH1,v2,
33255,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.0,,,,,,,5000.0,30.0,14.0,130.0,100.0,6.0,20.3298,77.6435,1.11444,23.4949,8314,CH3,v2,
33257,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.375,,,,,,,5000.0,30.0,14.0,60.0,100.0,8.0,22.6497,77.9318,1.13291,25.6537,8315,CH1,v2,
33261,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.625,,,,,,,4000.0,30.0,10.0,100.0,100.0,7.0,19.9197,78.3994,1.10546,22.984,8316,CH1,v2,
33268,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.375,,,,,,,4600.0,30.0,8.0,100.0,100.0,2.0,12.3708,50.1999,0.982862,25.0729,8317,CH4,v2,
33269,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.0,,,,,,,4000.0,30.0,15.0,100.0,100.0,5.0,19.7941,77.5614,1.07706,23.6947,8318,CH1,v2,
33275,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.375,,,,,,,5000.0,30.0,5.0,100.0,100.0,5.0,21.0353,77.6847,1.10564,24.4905,8319,CH3,v2,
33280,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.375,,,,,,,4800.0,30.0,12.0,130.0,120.0,8.0,20.2147,74.4955,1.10449,24.5684,8320,CH4,v2,
33284,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.625,,,,,,,4000.0,30.0,8.0,100.0,100.0,13.0,21.092,78.521,1.09559,24.5179,8321,CH4,v2,
33285,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.375,,,,,,,5500.0,25.0,5.0,60.0,120.0,4.0,20.9228,79.2458,1.07641,24.5281,8322,CH1,v2,
33289,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.625,,,,,,,5000.0,30.0,5.0,100.0,100.0,13.0,21.1853,75.8648,1.09596,25.4801,8323,CH1,v2,
33298,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.625,,,,,,,5000.0,20.0,13.0,130.0,120.0,3.0,20.9853,76.414,1.1027,24.905,8325,CH2,v2,
33304,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,3.0,,,,,,,6000.0,20.0,9.0,60.0,120.0,2.0,20.057,71.2759,1.0889,25.8426,8326,CH4,v2,
33309,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.625,,,,,,,5000.0,20.0,7.0,130.0,120.0,3.0,20.8353,75.9015,1.1053,24.8354,8328,CH1,v2,
33316,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.0,,,,,,,6000.0,20.0,10.0,100.0,120.0,11.0,20.1631,76.4972,1.10392,23.8767,8329,CH4,v2,
33318,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.0,,,,,,,5000.0,30.0,5.0,100.0,110.0,8.0,21.4168,84.1258,1.03799,24.5263,8330,CH2,v2,
33324,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.25,,,,,,,4000.0,30.0,5.0,100.0,100.0,5.0,18.8727,75.4984,1.08934,22.9474,8331,CH4,v2,
33327,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.375,,,,,,,5000.0,30.0,15.0,130.0,100.0,2.0,15.9305,63.1403,1.07457,23.4794,8332,CH3,v2,
33329,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.0,,,,,,,4000.0,30.0,5.0,80.0,120.0,4.0,20.1832,74.2129,1.09683,24.7954,8333,CH1,v2,
33335,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.375,,,,,,,5000.0,30.0,11.0,70.0,100.0,8.0,19.827,75.2647,1.0967,24.0203,8334,CH3,v2,
33339,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,3.0,,,,,,,4000.0,30.0,13.0,100.0,120.0,14.0,21.2691,79.9217,1.04341,25.5052,8335,CH3,v2,
33347,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.0,,,,,,,4000.0,30.0,13.0,100.0,110.0,5.0,20.8948,76.111,1.12699,24.3596,8337,CH3,v2,
33351,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.25,,,,,,,3900.0,29.0,8.0,98.0,120.0,6.0,19.5478,76.2168,1.10235,23.2664,8338,CH3,v2,
33353,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.625,,,,,,,5000.0,25.0,12.0,100.0,100.0,7.0,20.9512,78.383,1.12361,23.7887,8339,CH1,v2,
33359,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.375,,,,,,,4000.0,30.0,12.0,150.0,120.0,13.0,21.418,77.847,1.12748,24.4022,8340,CH3,v2,
33361,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.25,,,,,,,4100.0,27.0,8.0,100.0,120.0,8.0,20.8335,75.3212,1.12259,24.639,8341,CH1,v2,
33367,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,3.0,,,,,,,5500.0,25.0,11.0,120.0,100.0,10.0,20.6784,75.0269,1.11223,24.7803,8342,CH3,v2,
33371,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.0,,,,,,,5500.0,25.0,14.0,120.0,110.0,12.0,21.131,76.8201,1.1205,24.549,8343,CH3,v2,
33375,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,3.0,,,,,,,5000.0,30.0,7.0,100.0,100.0,2.0,21.0489,76.8693,1.12394,24.3631,8344,CH3,v2,
33377,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,3.0,,,,,,,5000.0,30.0,7.0,100.0,120.0,7.0,20.5189,75.3015,1.10693,24.6168,8345,CH1,v2,
33384,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,3.0,,,,,,,4500.0,28.0,14.0,130.0,120.0,13.0,20.0365,76.3324,1.11508,23.54,8346,CH4,v2,
33387,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,3.0,,,,,,,5000.0,30.0,10.0,60.0,100.0,13.0,20.4598,75.3621,1.11565,24.3344,8347,CH3,v2,
33392,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,3.0,,,,,,,3800.0,35.0,9.0,80.0,110.0,4.0,20.0658,76.0273,1.11219,23.7305,8348,CH4,v2,
33395,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,3.0,,,,,,,4000.0,30.0,13.0,150.0,100.0,14.0,18.1549,84.6416,1.01895,21.0503,8349,CH3,v2,
33405,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.625,,,,,,,4000.0,30.0,15.0,100.0,120.0,9.0,18.4521,76.2843,1.13174,21.3729,8352,CH1,v2,
33409,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.0,,,,,,,5000.0,30.0,13.0,100.0,110.0,4.0,18.8456,73.7585,1.13067,22.5976,8353,CH1,v2,
33413,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.25,,,,,,,4000.0,30.0,12.0,130.0,100.0,6.0,16.0554,75.375,1.12066,19.0073,8354,CH1,v2,
33419,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,1.0,,,,,,,5000.0,30.0,7.0,200.0,110.0,11.0,19.9571,76.9427,1.08454,23.9158,8355,CH3,v2,
33424,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.25,,,,,,,5000.0,20.0,6.0,80.0,120.0,7.0,18.8004,75.1181,1.10405,22.6691,8356,CH4,v2,
33427,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,3.0,,,,,,,3000.0,30.0,15.0,80.0,100.0,6.0,18.7181,74.1447,1.11065,22.7303,8357,CH3,v2,
33429,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.25,,,,,,,4200.0,28.0,14.0,95.0,115.0,3.0,19.173,78.3222,1.11046,22.0446,8358,CH1,v2,
33435,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,0.25,,,,,,,3000.0,40.0,14.0,120.0,120.0,2.0,16.3841,77.2755,1.11304,19.049,8359,CH3,v2,
33437,20250114,69,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,MACl,7.0,PMACl,0.7,,,py3,0.083,DMACPA,0.248,,,,,,,1000,15,5000,30,6,160,110,30,PEAI,3.0,,,,,,,3000.0,30.0,7.0,110.0,100.0,12.0,20.3221,76.0364,1.12489,23.7595,8360,CH1,v2,
33443,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,1.375,,,,,,,5000.0,30.0,15.0,130.0,100.0,2.0,18.4073,71.3075,1.04741,24.6454,8361,CH3,v2,
33448,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,1.375,,,,,,,4600.0,30.0,8.0,100.0,100.0,2.0,18.3749,72.1831,1.06501,23.9021,8362,CH4,v2,
33453,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,1.375,,,,,,,3800.0,35.0,7.0,80.0,110.0,8.0,18.7652,70.6697,1.09601,24.2273,8364,CH1,v2,
33459,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,1.375,,,,,,,5200.0,30.0,10.0,120.0,100.0,3.0,18.2234,73.5076,1.01035,24.5373,8365,CH3,v2,
33464,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,0.25,,,,,,,4100.0,27.0,8.0,100.0,120.0,8.0,18.8144,74.578,1.05491,23.9147,8366,CH4,v2,
33465,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,0.625,,,,,,,4000.0,30.0,11.0,100.0,100.0,12.0,16.3652,71.8431,0.957739,23.7842,8367,CH1,v2,
33471,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,1.0,,,,,,,4000.0,30.0,5.0,80.0,120.0,4.0,14.7095,60.4238,1.0731,22.6857,8368,CH3,v2,
33474,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,1.375,,,,,,,5000.0,30.0,14.0,60.0,100.0,8.0,17.107,61.6769,1.06451,26.0556,8369,CH2,v2,
33482,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,1.375,,,,,,,5000.0,30.0,5.0,100.0,100.0,5.0,19.4658,76.1674,1.04296,24.5038,8371,CH2,v2,
33488,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,0.625,,,,,,,2000.0,25.0,15.0,130.0,100.0,4.0,16.5902,68.2377,1.01387,23.9799,8372,CH4,v2,
33489,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,0.625,,,,,,,4000.0,30.0,10.0,100.0,100.0,7.0,17.3054,70.1027,1.01256,24.3796,8373,CH1,v2,
33495,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,0.25,,,,,,,3000.0,40.0,14.0,120.0,120.0,2.0,16.0446,68.3423,0.994006,23.6183,8374,CH3,v2,
33498,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,0.25,,,,,,,4000.0,30.0,12.0,130.0,100.0,6.0,18.9121,71.3983,1.07134,24.7243,8375,CH2,v2,
33501,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,3.0,,,,,,,4000.0,30.0,13.0,100.0,120.0,14.0,19.4018,75.8276,1.05525,24.247,8376,CH1,v2,
33508,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,1.0,,,,,,,5000.0,30.0,11.0,80.0,100.0,4.0,15.9125,67.831,0.977058,24.0099,8377,CH4,v2,
33512,20250115,70,Cs0.05MA0.1FA0.85PbI3.0,1.73,MACl,14.6,PEAI,0.517,,,Me-4PACz,0.198,DMACPA,0.132,,,,,,,1000,10,5000,35,15,200,110,15,PEAI,1.0,,,,,,,6000.0,20.0,10.0,100.0,120.0,11.0,18.0572,72.5733,1.05242,23.642,8378,CH4,v2,
