No,date,rank,Formula PVK,Concentration PVK,Formula Additive 1,Concentration Additive 1,Formula Additive 2,Concentration Additive 2,Formula Additive 3,Concentration Additive 3,Formula SAM 1,Concentration SAM 1,Formula SAM 2,Concentration SAM 2,Formula SAM 3,Concentration SAM 3,Spin Coating Speed SAM,Spin Coating Time SAM,Annealed Temperature SAM,Annealed Time SAM,Spin Coating Speed PVK 1,Spin Coating Time PVK 1,Spin Coating Speed PVK 2,Spin Coating Time PVK 2,Antisolvent Dropping Timing,Antisolvent Volume,Annealed Temperature PVK,Annealed Time PVK,Formula Passivator 1,Concentration Passivator 1,Formula Passivator 2,Concentration Passivator 2,Formula Passivator 3,Concentration Passivator 3,Formula Passivator 4,Concentration Passivator 4,Spin Coating Speed Passivator,Spin Coating Time Passivator,Passivator Dropping Timing,Passivator Volume,Annealed Temperature Passivator,Annealed Time Passivator,PCE,FF,Voc,Jsc,Product,Channel,From,upload_time
4,20240911,1,Cs0.1MA0.15FA0.75PbI3.0,1.4,,,,,,,,,,,,,,,,,800,10,4500,30,10,150,100,50,,,,,,,,,,,,,,,13.23,69.04,1.0142,18.894,1,CH4,v0,
64,20240911,1,Cs0.15FA0.85PbI3.0,1.4,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,30,,,,,,,,,,,,,,,14.509,76.412,0.94148,20.168,16,CH4,v0,
80,20240911,1,Cs0.15MA0.23FA0.62PbI2.98Br0.02,1.42,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,100,30,,,,,,,,,,,,,,,14.37,76.619,1.028,18.244,20,CH4,v0,
142,20240911,1,Cs0.05MA0.1FA0.85PbI3.0,1.6,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,25,,,,,,,,,,,,,,,11.052,68.152,1.013,16.008,36,CH2,v0,
169,20240911,1,Cs0.05MA0.15FA0.8PbI3.0,1.7,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,10.514,59.614,0.97704,18.051,43,CH1,v0,
188,20240911,1,Cs0.15FA0.85PbI3.0,1.4,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,20,,,,,,,,,,,,,,,14.601,76.329,0.93631,20.431,47,CH4,v0,
238,20240911,1,MA0.15FA0.85PbI3.0,1.35,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,30,,,,,,,,,,,,,,,13.01,69.397,0.98925,18.952,60,CH2,v0,
286,20240911,1,Cs0.05MA0.1FA0.85PbI3.0,1.7,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,30,,,,,,,,,,,,,,,12.549,67.715,0.92522,20.03,72,CH2,v0,
296,20240911,1,Cs0.05MA0.15FA0.8PbI3.0,1.7,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,30,,,,,,,,,,,,,,,10.024,51.552,0.97695,19.904,74,CH4,v0,
315,20240911,1,Cs0.06MA0.14FA0.8PbI3.0,1.7,,,,,,,,,,,,,,,,,1000,10,4000,30,10,170,100,30,,,,,,,,,,,,,,,12.023,61.913,0.96511,20.12,79,CH3,v0,
329,20240912,2,Cs0.05MA0.16FA0.79PbI2.95Br0.05,1.38,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,13.985,72.168,1.0286,18.839,83,CH1,v0,
387,20240912,2,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.38,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,11.316,58.1,0.95177,20.463,97,CH3,v0,
420,20240912,2,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.73,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,15.324,73.126,1.0474,20.006,105,CH4,v0,
454,20240912,2,Cs0.05MA0.15FA0.8PbI2.9Br0.1,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,30,,,,,,,,,,,,,,,15.123,69.757,0.99945,21.692,114,CH2,v0,
468,20240912,2,Cs0.15MA0.3FA0.55PbI2.9Br0.1,1.7,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.588,69.368,1.0272,20.473,117,CH4,v0,
523,20240912,2,Cs0.05MA0.16FA0.79PbI2.9Br0.1,1.75,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,100,30,,,,,,,,,,,,,,,13.283,70.523,0.96311,19.556,131,CH3,v0,
576,20240912,2,Cs0.15MA0.15FA0.7PbI2.9Br0.1,1.7,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,100,40,,,,,,,,,,,,,,,15.909,83.691,0.95353,19.936,144,CH4,v0,
586,20240912,2,Cs0.05MA0.15FA0.8PbI2.95Br0.05,1.4,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,100,20,,,,,,,,,,,,,,,13.791,67.72,1.026,19.849,147,CH2,v0,
618,20240912,2,Cs0.2FA0.8PbI2.9Br0.1,1.5,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,100,45,,,,,,,,,,,,,,,15.569,77.165,0.96065,21.002,155,CH2,v0,
657,20240912,2,Cs0.08MA0.15FA0.77PbI2.93Br0.07,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.073,69.908,1.0151,21.24,165,CH1,v0,
689,20240912,2,Cs0.10MA0.17FA0.73PbI2.92Br0.08,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.373,74.011,0.98906,21.001,173,CH1,v0,
724,20240912,2,Cs0.15MA0.15FA0.7PbI2.9Br0.1,1.7,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,100,20,,,,,,,,,,,,,,,15.768,79.184,1.0016,19.882,181,CH4,v0,
764,20240912,2,Cs0.05MA0.1FA0.85PbI2.95Br0.05,1.75,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,16.319,75.382,1.0208,21.208,191,CH4,v0,
846,20240913,3,Cs0.07MA0.13FA0.8PbI3.0,1.8,,,,,,,,,,,,,,,,,1100,10,4000,30,15,150,110,30,,,,,,,,,,,,,,,13.238,66.317,0.97381,20.498,212,CH2,v0,
882,20240913,3,Cs0.15MA0.85PbI3.0,1.2,,,,,,,,,,,,,,,,,1000,10,5000,30,10,200,110,30,,,,,,,,,,,,,,,13.905,85.024,0.94489,17.308,221,CH2,v0,
907,20240913,3,Cs0.1MA0.1FA0.8PbI2.95Br0.05,1.2,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,105,30,,,,,,,,,,,,,,,14.683,75.466,0.9881,19.69,227,CH3,v0,
939,20240913,3,Cs0.2MA0.8PbI2.95Br0.05,1.2,,,,,,,,,,,,,,,,,800,15,4500,35,15,150,110,30,,,,,,,,,,,,,,,14.365,87.034,1.0036,16.447,235,CH3,v0,
1028,20240913,3,Cs0.06MA0.14FA0.8PbI3.0,1.9,,,,,,,,,,,,,,,,,1000,10,4500,30,10,200,115,25,,,,,,,,,,,,,,,13.779,67.038,0.946,21.727,257,CH4,v0,
1069,20240913,3,Cs0.05MA0.1FA0.85PbI3.0,1.9,,,,,,,,,,,,,,,,,1100,15,5000,35,20,120,105,50,,,,,,,,,,,,,,,15.675,78.525,0.97985,20.372,268,CH1,v0,
1108,20240913,3,Cs0.15MA0.35FA0.5PbI2.95Br0.05,1.42,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,105,20,,,,,,,,,,,,,,,14.315,71.382,0.97689,20.528,277,CH4,v0,
1129,20240913,3,Cs0.2MA0.8PbI3.0,1.4,,,,,,,,,,,,,,,,,700,10,4000,30,10,120,110,50,,,,,,,,,,,,,,,13.363,76.493,1.0726,16.287,283,CH1,v0,
1163,20240913,3,Cs0.15MA0.35FA0.5PbI2.95Br0.05,1.85,,,,,,,,,,,,,,,,,1500,15,6000,40,15,120,105,45,,,,,,,,,,,,,,,12.237,64.185,1.0146,18.792,291,CH3,v0,
1203,20240913,3,Cs0.15MA0.35FA0.5PbI2.95Br0.05,1.85,,,,,,,,,,,,,,,,,1500,15,6000,40,15,120,110,45,,,,,,,,,,,,,,,11.032,62.043,0.99941,17.792,301,CH3,v0,
1228,20240913,3,Cs0.15MA0.35FA0.5PbI2.95Br0.05,1.85,,,,,,,,,,,,,,,,,1000,15,6000,40,15,120,110,45,,,,,,,,,,,,,,,13.373,69.05,0.99173,19.528,307,CH4,v0,
1249,20240913,3,Cs0.05MA0.15FA0.8PbI3.0,1.6,,,,,,,,,,,,,,,,,1200,15,5000,40,20,150,110,40,,,,,,,,,,,,,,,13.2,71.848,0.98862,18.584,313,CH1,v0,
1265,20240913,3,Cs0.2MA0.8PbI3.0,1.3,,,,,,,,,,,,,,,,,500,10,3500,30,10,100,110,40,,,,,,,,,,,,,,,11.01,67.818,1.0559,15.375,317,CH1,v0,
1286,20240914,4,Cs0.15MA0.35FA0.5PbI2.95Br0.05,1.9,,,,,,,,,,,,,,,,,1500,20,6500,30,20,150,115,50,,,,,,,,,,,,,,,11.869,66.353,1.0193,17.549,322,CH2,v0,
1312,20240914,4,Cs0.05MA0.1FA0.85PbI2.87Br0.13,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,30,,,,,,,,,,,,,,,14.751,69.444,1.0458,20.312,328,CH4,v0,
1328,20240914,4,Cs0.06MA0.18FA0.76PbI2.9Br0.1,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,25,,,,,,,,,,,,,,,13.358,62.966,1.0305,20.587,332,CH4,v0,
1334,20240914,4,Cs0.08MA0.15FA0.77PbI2.9Br0.1,1.4,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,115,25,,,,,,,,,,,,,,,15.852,70.181,1.0395,21.728,334,CH2,v0,
1343,20240914,4,Cs0.15MA0.15FA0.7PbI2.95Br0.05,1.4,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,14.263,73.026,1.022,19.111,336,CH3,v0,
1349,20240914,4,Cs0.15MA0.24FA0.61PbI2.93Br0.07,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,20,,,,,,,,,,,,,,,11.802,62.99,1.0219,18.334,338,CH1,v0,
1362,20240914,4,Cs0.15MA0.25FA0.6PbI2.9Br0.1,1.4,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,115,20,,,,,,,,,,,,,,,14.003,68.95,1.0074,20.16,341,CH2,v0,
1374,20240914,4,Cs0.2MA0.2FA0.6PbI2.9Br0.1,1.1,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,35,,,,,,,,,,,,,,,13.033,67.332,1.0388,18.634,344,CH2,v0,
1379,20240914,4,Cs0.07MA0.1FA0.83PbI2.88Br0.12,1.37,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,13.002,68.526,1.0065,18.851,345,CH3,v0,
1397,20240914,4,Cs0.08MA0.15FA0.77PbI2.93Br0.07,1.55,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,30,,,,,,,,,,,,,,,13.374,64.7,1.0067,20.533,350,CH1,v0,
1415,20240914,4,Cs0.2MA0.2FA0.6PbI2.9Br0.1,1.15,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,105,30,,,,,,,,,,,,,,,12.204,60.691,1.0574,19.017,354,CH3,v0,
1436,20240914,4,Cs0.2MA0.16FA0.64PbI2.9Br0.1,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,30,,,,,,,,,,,,,,,13.964,71.613,1.0216,19.087,359,CH4,v0,
1452,20240919,5,Cs0.15MA0.05FA0.8PbI2.85Br0.15,1.35,,,,,,,,,,,,,,,,,900,10,5000,30,10,180,100,60,,,,,,,,,,,,,,,15.393,75.239,1.0107,20.242,363,CH4,v0,
1468,20240919,5,Cs0.05MA0.14FA0.81PbI2.85Br0.15,1.38,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,100,30,,,,,,,,,,,,,,,16.109,79.784,0.99187,20.356,367,CH4,v0,
1486,20240919,5,Cs0.15MA0.15FA0.7PbI2.85Br0.15,1.38,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,15.052,77.441,0.96447,20.153,372,CH2,v0,
1524,20240919,5,Cs0.05MA0.14FA0.81PbI2.85Br0.15,1.38,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,16.207,82.271,0.97493,20.206,381,CH4,v0,
1564,20240919,5,Cs0.15MA0.15FA0.7PbI2.85Br0.15,1.3,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,25,,,,,,,,,,,,,,,16.233,82.917,0.97109,20.16,391,CH4,v0,
1584,20240919,5,Cs0.04MA0.1FA0.86PbI2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1100,10,6000,30,15,100,105,25,,,,,,,,,,,,,,,15.764,83.142,0.96579,19.632,396,CH4,v0,
1600,20240919,5,Cs0.05MA0.16FA0.79PbI2.85Br0.15,1.38,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,100,20,,,,,,,,,,,,,,,15.335,77.923,0.98694,19.939,400,CH4,v0,
1611,20240919,5,Cs0.05MA0.14FA0.81PbI2.85Br0.15,1.38,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,14.682,78.921,0.97732,19.034,403,CH3,v0,
1627,20240919,5,Cs0.05MA0.14FA0.81PbI2.85Br0.15,1.38,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,100,20,,,,,,,,,,,,,,,16.113,83.839,0.97082,19.796,407,CH3,v0,
1648,20240919,5,Cs0.05MA0.0475FA0.9025PbI2.85Br0.15,1.6,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,105,20,,,,,,,,,,,,,,,16.034,80.147,0.99045,20.199,412,CH4,v0,
1664,20240919,5,Cs0.05MA0.15FA0.8PbI2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,15,5500,25,15,150,105,35,,,,,,,,,,,,,,,14.883,73.35,0.99678,20.357,416,CH4,v0,
1686,20240919,5,Cs0.35MA0.43FA0.22PbI2.87Br0.13,1.5,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,100,30,,,,,,,,,,,,,,,15.432,70.32,1.0443,21.015,422,CH2,v0,
1772,20240920,6,Cs0.1FA0.9PbI2.85Br0.15,1.5,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,120,45,,,,,,,,,,,,,,,15.71,78.16,0.97052,20.71,443,CH4,v0,
1828,20240920,6,Cs0.05MA0.16FA0.79PbI2.85Br0.15,1.38,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,15.365,78.754,0.95571,20.415,457,CH4,v0,
1852,20240920,6,Cs0.05MA0.0475FA0.9025PbI2.85Br0.15,1.7,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,16.308,83.266,0.91829,21.328,463,CH4,v0,
1874,20240920,6,Cs0.05MA0.0475FA0.9025PbI2.85Br0.15,1.7,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,15,,,,,,,,,,,,,,,15.595,73.957,0.9682,21.779,469,CH2,v0,
1900,20240920,6,Cs0.12MA0.28FA0.60PbI2.85Br0.15,1.45,,,,,,,,,,,,,,,,,1100,10,5000,25,15,150,110,25,,,,,,,,,,,,,,,14.932,74.556,0.9505,21.071,475,CH4,v0,
1918,20240920,6,Cs0.05MA0.15FA0.8PbI2.85Br0.15,1.75,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.315,73.704,0.9645,20.137,480,CH2,v0,
1964,20240920,6,Cs0.07MA0.17FA0.76PbI2.85Br0.15,1.4,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,115,25,,,,,,,,,,,,,,,14.868,74.806,0.94968,20.928,491,CH4,v0,
2000,20240920,6,Cs0.005MA0.2FA0.795PbI2.85Br0.15,1.35,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,120,30,,,,,,,,,,,,,,,16.616,82.722,0.9593,20.939,500,CH4,v0,
2012,20240920,6,Cs0.05MA0.1FA0.85PbI2.85Br0.15,1.4,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,15.394,77.131,0.92779,21.512,503,CH4,v0,
2036,20240920,6,Cs0.1FA0.9PbI2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,16.037,80.962,0.91717,21.597,509,CH4,v0,
2060,20240920,6,Cs0.05MA0.0475FA0.9025PbI2.85Br0.15,1.6,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,13.614,74.958,0.97702,18.589,515,CH4,v0,
2083,20240920,6,Cs0.05MA0.1FA0.85PbI3.0,1.73,,,,,,,,,,,,,,,,,1000,10,5000,40,10,200,110,15,,,,,,,,,,,,,,,16.949,74.74,0.96425,23.517,521,CH3,v0,
2108,20240920,6,Cs0.05MA0.15FA0.8PbI2.85Br0.15,1.35,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,100,30,,,,,,,,,,,,,,,15.653,76.13,0.95725,21.479,527,CH4,v0,
2144,20240920,6,Cs0.1FA0.9PbI2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,40,,,,,,,,,,,,,,,15.994,76.856,0.98008,21.233,536,CH4,v0,
2156,20240920,6,Cs0.1MA0.19FA0.71PbI2.85Br0.15,1.6,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,40,,,,,,,,,,,,,,,15.317,77.029,0.96827,20.536,539,CH4,v0,
2184,20240920,6,Cs0.1FA0.9PbI2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,30,,,,,,,,,,,,,,,15.712,77.326,0.97139,20.918,546,CH4,v0,
2227,20240920,6,Cs0.1FA0.9PbI2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,50,,,,,,,,,,,,,,,14.49,75.509,0.95751,20.041,557,CH3,v0,
2327,20240924,7,Cs0.15MA0.3FA0.55PbI2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,30,,,,,,,,,,,,,,,14.917,73.738,1.0414,19.426,582,CH3,v0,
2339,20240924,7,Cs0.15MA0.15FA0.70PbI2.80Br0.20,1.45,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,14.479,71.76,1.0217,19.748,585,CH3,v0,
2375,20240924,7,Cs0.05MA0.16FA0.79PbI2.85Br0.15,1.38,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,16.856,83.75,0.98907,20.349,594,CH3,v0,
2395,20240924,7,Cs0.15MA0.10FA0.75PbI2.85Br0.15,1.4,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,10.586,62.195,0.98487,17.283,599,CH3,v0,
2455,20240924,7,Cs0.05MA0.1FA0.85PbI2.85Br0.15,1.8,,,,,,,,,,,,,,,,,1000,10,5000,30,10,150,100,30,,,,,,,,,,,,,,,15.741,75.725,1.0063,20.658,614,CH3,v0,
2468,20240924,7,Cs0.15MA0.3FA0.55PbI2.85Br0.15,1.38,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,15.454,73.285,1.0568,19.955,617,CH4,v0,
2510,20240924,7,Cs0.05MA0.15FA0.8PbI2.85Br0.15,1.35,,,,,,,,,,,,,,,,,1000,10,4000,30,10,150,100,30,,,,,,,,,,,,,,,12.838,71.729,1.0606,16.875,628,CH2,v0,
2582,20240925,8,Cs0.1MA0.1FA0.8PbI2.8Br0.2,1.42,,,,,,,,,,,,,,,,,1000,10,5000,28,12,120,110,45,,,,,,,,,,,,,,,11.073,61.358,0.91569,19.708,646,CH2,v0,
2593,20240925,8,Cs0.05MA0.2FA0.75PbI2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1200,10,5000,30,10,200,110,30,,,,,,,,,,,,,,,17.411,82.77,0.99974,21.04,649,CH1,v0,
2631,20240925,8,Cs0.06MA0.14FA0.8PbI2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,115,30,,,,,,,,,,,,,,,10.703,64.86,0.92863,17.77,658,CH3,v0,
2655,20240925,8,Cs0.02MA0.18FA0.8PbI2.8Br0.2,1.35,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,115,30,,,,,,,,,,,,,,,12.396,70.248,0.96119,18.359,664,CH3,v0,
2690,20240925,8,Cs0.15MA0.15FA0.7PbI2.8Br0.2,1.5,,,,,,,,,,,,,,,,,800,10,4500,35,10,100,105,30,,,,,,,,,,,,,,,15.569,75.219,1.0149,20.393,673,CH2,v0,
2724,20240925,8,Cs0.1FA0.9PbI2.8Br0.2,1.5,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,30,,,,,,,,,,,,,,,16.605,84.58,0.96863,20.269,681,CH4,v0,
2737,20240925,8,Cs0.06MA0.16FA0.78PbI2.8Br0.2,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,110,25,,,,,,,,,,,,,,,15.297,79.656,0.98501,19.496,685,CH1,v0,
2764,20240925,8,Cs0.08MA0.15FA0.77PbI2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,115,25,,,,,,,,,,,,,,,15.995,81.395,0.993,19.79,691,CH4,v0,
2792,20240925,8,Cs0.05MA0.04FA0.91PbI2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,14.522,72.577,1.0163,19.688,698,CH4,v0,
2809,20240925,8,Cs0.05MA0.05FA0.9PbI2.8Br0.2,1.6,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,14.898,73.963,0.99461,20.252,703,CH1,v0,
2843,20240925,8,Cs0.1FA0.9PbI2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,120,45,,,,,,,,,,,,,,,14.684,84.519,0.946,18.365,711,CH3,v0,
2876,20240925,8,Cs0.24MA0.16FA0.6PbI2.8Br0.2,1.45,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,115,35,,,,,,,,,,,,,,,14.858,76.522,1.0727,18.1,719,CH4,v0,
2919,20240925,8,Cs0.15MA0.3FA0.55PbI2.8Br0.2,1.38,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,11.825,69.731,0.98251,17.26,730,CH3,v0,
2930,20240925,8,Cs0.08MA0.12FA0.8PbI2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,105,30,,,,,,,,,,,,,,,13.733,72.014,0.99239,19.216,733,CH2,v0,
3016,20240925,8,Cs0.07MA0.13FA0.8PbI2.8Br0.2,1.4,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,30,,,,,,,,,,,,,,,10.907,65.196,0.93494,17.893,754,CH4,v0,
3027,20240925,8,Cs0.03MA0.17FA0.8PbI2.8Br0.2,1.35,,,,,,,,,,,,,,,,,1000,10,5000,25,15,120,110,30,,,,,,,,,,,,,,,16.163,83.109,0.9829,19.786,757,CH3,v0,
3126,20240926,9,Cs0.02MA0.33FA0.65PbI2.75Br0.25,1.62,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,120,30,,,,,,,,,,,,,,,14.484,76.231,1.0055,18.897,782,CH2,v0,
3160,20240926,9,Cs0.12MA0.28FA0.60PbI2.75Br0.25,1.45,,,,,,,,,,,,,,,,,1100,10,5000,25,15,150,110,25,,,,,,,,,,,,,,,14.241,72.061,1.0313,19.162,790,CH4,v0,
3168,20240926,9,Cs0.2MA0.4FA0.4PbI2.8Br0.2,1.46,,,,,,,,,,,,,,,,,1000,10,5000,40,10,120,110,20,,,,,,,,,,,,,,,15.775,78.842,1.0437,19.17,792,CH4,v0,
3200,20240926,9,Cs0.15MA0.13FA0.72PbI2.79Br0.21,1.42,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.356,77.569,0.98088,20.183,800,CH4,v0,
3210,20240926,9,Cs0.15MA0.20FA0.65PbI2.75Br0.25,1.48,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.358,73.558,1.0416,20.045,803,CH2,v0,
3244,20240926,9,Cs0.05MA0.12FA0.83PbI2.75Br0.25,1.38,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.655,78.858,0.9854,20.146,811,CH4,v0,
3268,20240926,9,Cs0.08MA0.22FA0.70PbI2.75Br0.25,1.38,,,,,,,,,,,,,,,,,950,10,5000,30,10,110,105,20,,,,,,,,,,,,,,,14.262,76.154,1.0191,18.378,817,CH4,v0,
3290,20240926,9,Cs0.10MA0.20FA0.70PbI2.75Br0.25,1.38,,,,,,,,,,,,,,,,,950,10,5000,30,10,110,105,20,,,,,,,,,,,,,,,16.437,76.028,1.0319,20.95,823,CH2,v0,
3327,20240926,9,Cs0.03MA0.25FA0.72PbI2.80Br0.20,1.52,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,105,30,,,,,,,,,,,,,,,12.655,65.519,1.0114,19.097,832,CH3,v0,
3337,20240926,9,Cs0.05MA0.1FA0.85PbI2.8Br0.2,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,15,,,,,,,,,,,,,,,16.783,81.646,0.96009,21.41,835,CH1,v0,
3366,20240926,9,Cs0.04MA0.25FA0.71PbI2.79Br0.21,1.54,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,14.392,77.091,1.0161,18.373,842,CH2,v0,
3396,20240926,9,Cs0.05MA0.3FA0.65PbI2.78Br0.22,1.56,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,120,30,,,,,,,,,,,,,,,12.253,64.992,0.95813,19.677,849,CH4,v0,
3414,20240926,9,Cs0.04MA0.31FA0.65PbI2.77Br0.23,1.58,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,120,30,,,,,,,,,,,,,,,14.136,73.176,1.0013,19.294,854,CH2,v0,
3434,20240926,9,Cs0.03MA0.32FA0.65PbI2.76Br0.24,1.6,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,120,30,,,,,,,,,,,,,,,13.448,74.059,1.0431,17.408,859,CH2,v0,
3462,20240926,9,Cs0.05MA0.12FA0.83PbI2.75Br0.25,1.35,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,30,,,,,,,,,,,,,,,15.313,78.801,0.97029,20.027,866,CH2,v0,
3520,20240926,9,Cs0.11MA0.25FA0.64PbI2.75Br0.25,1.43,,,,,,,,,,,,,,,,,1050,10,5000,25,15,130,100,30,,,,,,,,,,,,,,,15.634,75.616,1.0357,19.962,880,CH4,v0,
3636,20240927,10,Cs0.03MA0.15FA0.82PbI2.7Br0.3,1.65,,,,,,,,,,,,,,,,,1000,10,5000,30,10,120,100,20,,,,,,,,,,,,,,,15.029,77.936,1.0144,19.009,909,CH4,v0,
3646,20240927,10,Cs0.15MA0.1FA0.75PbI2.7Br0.3,1.8,,,,,,,,,,,,,,,,,1000,10,5000,28,12,150,100,20,,,,,,,,,,,,,,,12.909,63.53,1.0347,19.637,912,CH2,v0,
