differing_column,row1_index,row2_index,condition_case
Concentration Passivator 1,37906,38890,row1
Concentration Passivator 1,37189,38032,row1
Concentration Passivator 1,37189,38063,row1
Concentration Passivator 1,38032,38063,row1
Concentration Passivator 2,38032,38047,row1
